,0,1,2,3,4,5,6,Stock
30,Profit/Loss For The Period,4551.50,1319.17,837.24,615.19,585.46,,adityabirlacapital
31,Minority Interest,-28.30,45.90,20.89,53.67,59.64,,adityabirlacapital
32,Consolidated Profit/Loss After MI And Associates,4795.77,1705.97,1126.54,919.78,870.94,,adityabirlacapital
33,OTHER ADDITIONAL INFORMATION,,,,,,,adityabirlacapital
34,EARNINGS PER SHARE,,,,,,,adityabirlacapital
35,Basic EPS (Rs.),20.00,7.00,5.00,4.00,4.00,,adityabirlacapital
36,Diluted EPS (Rs.),20.00,7.00,5.00,4.00,4.00,,adityabirlacapital
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,adityabirlacapital
38,Equity Share Dividend,0.00,0.00,0.00,0.00,0.00,,adityabirlacapital
39,Tax On Dividend,0.00,0.00,0.00,0.00,0.00,,adityabirlacapital
0,Profit & Loss account of Aditya Birla Fashion & Retail (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,adityabirlafashionretail
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,adityabirlafashionretail
2,INCOME,,,,,,,adityabirlafashionretail
3,Revenue From Operations [Gross],12417.90,8093.06,5212.80,8724.39,8043.18,,adityabirlafashionretail
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,adityabirlafashionretail
5,Revenue From Operations [Net],12417.90,8093.06,5212.80,8724.39,8043.18,,adityabirlafashionretail
6,Total Operating Revenues,12417.90,8136.22,5248.92,8787.86,8117.72,,adityabirlafashionretail
7,Other Income,116.46,100.55,73.40,65.30,64.78,,adityabirlafashionretail
8,Total Revenue,12534.36,8236.77,5322.32,8853.16,8182.50,,adityabirlafashionretail
9,EXPENSES,,,,,,,adityabirlafashionretail
10,Cost Of Materials Consumed,1245.88,867.18,421.25,785.59,604.21,,adityabirlafashionretail
11,Purchase Of Stock-In Trade,5546.76,3793.42,1526.72,3800.77,3549.26,,adityabirlafashionretail
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,adityabirlafashionretail
13,Changes In Inventories Of FGWIP And Stock In Trade,-1240.66,-940.43,614.99,-362.21,-228.50,,adityabirlafashionretail
14,Employee Benefit Expenses,1563.36,1158.53,865.39,1080.53,913.02,,adityabirlafashionretail
15,Finance Costs,472.36,350.71,502.60,424.71,187.42,,adityabirlafashionretail
16,Depreciation And Amortisation Expenses,1226.96,997.03,962.75,885.31,282.33,,adityabirlafashionretail
17,Other Expenses,3808.98,2157.60,1265.82,2271.35,2725.66,,adityabirlafashionretail
18,Total Expenses,12623.64,8384.04,6159.52,8886.05,8033.40,,adityabirlafashionretail
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",-89.28,-147.27,-837.20,-32.89,149.10,,adityabirlafashionretail
20,Exceptional Items,0.00,0.00,0.00,0.00,0.00,,adityabirlafashionretail
21,Profit/Loss Before Tax,-89.28,-147.27,-837.20,-32.89,149.10,,adityabirlafashionretail
22,Tax Expenses-Continued Operations,,,,,,,adityabirlafashionretail
23,Current Tax,-22.97,20.89,40.12,0.01,21.84,,adityabirlafashionretail
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,adityabirlafashionretail
25,Deferred Tax,0.00,-47.46,-141.66,132.12,-193.96,,adityabirlafashionretail
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,adityabirlafashionretail
27,Total Tax Expenses,-22.97,-26.57,-101.54,132.13,-172.12,,adityabirlafashionretail
28,Profit/Loss After Tax And Before ExtraOrdinary Items,-66.31,-120.70,-735.66,-165.02,321.22,,adityabirlafashionretail
29,Profit/Loss From Continuing Operations,-66.31,-120.70,-735.66,-165.02,321.22,,adityabirlafashionretail
30,Profit/Loss For The Period,-66.31,-120.70,-735.66,-165.02,321.22,,adityabirlafashionretail
31,Minority Interest,23.47,9.64,63.49,2.01,0.00,,adityabirlafashionretail
32,Consolidated Profit/Loss After MI And Associates,-36.00,-108.72,-672.51,-163.01,321.22,,adityabirlafashionretail
33,OTHER ADDITIONAL INFORMATION,,,,,,,adityabirlafashionretail
34,EARNINGS PER SHARE,,,,,,,adityabirlafashionretail
35,Basic EPS (Rs.),0.00,-1.00,-8.00,-2.00,4.00,,adityabirlafashionretail
36,Diluted EPS (Rs.),0.00,-1.00,-8.00,-2.00,4.00,,adityabirlafashionretail
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,adityabirlafashionretail
38,Equity Share Dividend,0.00,0.00,0.00,0.00,0.00,,adityabirlafashionretail
39,Tax On Dividend,0.00,0.00,0.00,0.00,0.00,,adityabirlafashionretail
0,Profit & Loss account of Alkem Laboratories (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,alkemlaboratories
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,alkemlaboratories
2,INCOME,,,,,,,alkemlaboratories
3,Revenue From Operations [Gross],11599.26,10634.19,8728.40,8191.96,7265.85,,alkemlaboratories
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,alkemlaboratories
5,Revenue From Operations [Net],11599.26,10634.19,8728.40,8191.96,7265.85,,alkemlaboratories
6,Total Operating Revenues,11599.26,10634.19,8865.01,8344.36,7357.19,,alkemlaboratories
7,Other Income,216.08,162.65,233.21,104.22,87.70,,alkemlaboratories
8,Total Revenue,11815.34,10796.84,9098.22,8448.58,7444.89,,alkemlaboratories
9,EXPENSES,,,,,,,alkemlaboratories
10,Cost Of Materials Consumed,3056.92,3226.06,2394.54,2131.83,1811.14,,alkemlaboratories
11,Purchase Of Stock-In Trade,1387.55,1489.71,1437.76,1443.06,1130.19,,alkemlaboratories
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,alkemlaboratories
13,Changes In Inventories Of FGWIP And Stock In Trade,462.37,-535.48,-333.84,-229.95,3.64,,alkemlaboratories
14,Employee Benefit Expenses,2131.35,1962.71,1621.03,1505.49,1362.46,,alkemlaboratories
15,Finance Costs,107.36,52.37,58.92,65.06,54.63,,alkemlaboratories
16,Depreciation And Amortisation Expenses,310.42,303.96,274.58,252.76,193.18,,alkemlaboratories
17,Other Expenses,2951.62,2438.27,1803.13,2020.54,1934.99,,alkemlaboratories
18,Total Expenses,10407.59,8937.60,7256.12,7188.79,6490.23,,alkemlaboratories
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",1407.75,1859.24,1842.10,1259.79,954.66,,alkemlaboratories
20,Exceptional Items,-102.98,-14.96,0.00,0.00,0.00,,alkemlaboratories
21,Profit/Loss Before Tax,1304.77,1844.28,1842.10,1259.79,954.66,,alkemlaboratories
22,Tax Expenses-Continued Operations,,,,,,,alkemlaboratories
23,Current Tax,297.96,361.98,396.53,354.25,229.17,,alkemlaboratories
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,alkemlaboratories
25,Deferred Tax,0.00,-198.02,-172.20,-212.39,-48.15,,alkemlaboratories
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,alkemlaboratories
27,Total Tax Expenses,297.96,163.96,224.33,110.48,181.02,,alkemlaboratories
28,Profit/Loss After Tax And Before ExtraOrdinary Items,1006.81,1680.32,1617.77,1149.31,773.64,,alkemlaboratories
29,Profit/Loss From Continuing Operations,1006.81,1680.32,1617.77,1149.31,773.64,,alkemlaboratories
30,Profit/Loss For The Period,1006.81,1680.32,1617.77,1149.31,773.64,,alkemlaboratories
31,Minority Interest,-22.64,-34.70,-32.75,-22.24,-13.13,,alkemlaboratories
32,Consolidated Profit/Loss After MI And Associates,984.17,1645.62,1585.02,1127.07,760.51,,alkemlaboratories
33,OTHER ADDITIONAL INFORMATION,,,,,,,alkemlaboratories
34,EARNINGS PER SHARE,,,,,,,alkemlaboratories
35,Basic EPS (Rs.),82.00,138.00,133.00,94.00,64.00,,alkemlaboratories
36,Diluted EPS (Rs.),82.00,138.00,133.00,94.00,64.00,,alkemlaboratories
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,alkemlaboratories
38,Equity Share Dividend,0.00,0.00,334.78,358.70,179.35,,alkemlaboratories
39,Tax On Dividend,0.00,0.00,0.00,74.38,37.28,,alkemlaboratories
0,Profit & Loss account of Ambuja Cements (in Rs. Cr.),Mar 23,Dec 22,Dec 21,Dec 20,Dec 19,,ambujacements
1,,15 mths,12 mths,12 mths,12 mths,12 mths,,ambujacements
2,INCOME,,,,,,,ambujacements
3,Revenue From Operations [Gross],38398.01,30982.83,28548.08,24093.86,26538.62,,ambujacements
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,ambujacements
5,Revenue From Operations [Net],38398.01,30982.83,28548.08,24093.86,26538.62,,ambujacements
6,Total Operating Revenues,38937.03,30982.83,28965.46,24516.17,27103.55,,ambujacements
7,Other Income,737.71,456.74,352.44,449.59,580.74,,ambujacements
8,Total Revenue,39674.74,31439.57,29317.90,24965.76,27684.29,,ambujacements
9,EXPENSES,,,,,,,ambujacements
10,Cost Of Materials Consumed,16511.55,3715.83,9970.93,7360.51,8953.41,,ambujacements
11,Purchase Of Stock-In Trade,481.12,393.25,309.21,334.92,308.82,,ambujacements
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,ambujacements
13,Changes In Inventories Of FGWIP And Stock In Trade,-119.86,-401.45,-530.34,256.45,143.64,,ambujacements
14,Employee Benefit Expenses,1856.53,1469.26,1529.15,1540.40,1570.75,,ambujacements
15,Finance Costs,194.90,157.61,145.66,140.22,169.87,,ambujacements
16,Depreciation And Amortisation Expenses,1644.67,1292.34,1152.49,1161.78,1152.52,,ambujacements
17,Other Expenses,15132.22,21923.96,11520.74,10040.46,11538.41,,ambujacements
18,Total Expenses,35654.23,28550.80,24053.21,20812.60,23828.95,,ambujacements
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",4020.51,2888.77,5264.69,4153.16,3855.34,,ambujacements
20,Exceptional Items,-319.04,-171.91,-120.45,-176.01,0.00,,ambujacements
21,Profit/Loss Before Tax,3701.47,2716.86,5144.24,3977.15,3855.34,,ambujacements
22,Tax Expenses-Continued Operations,,,,,,,ambujacements
23,Current Tax,770.60,479.52,1326.98,1200.42,1264.70,,ambujacements
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,ambujacements
25,Deferred Tax,-65.49,0.00,126.45,-315.67,-172.55,,ambujacements
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,ambujacements
27,Total Tax Expenses,705.11,479.52,1453.43,884.75,1092.15,,ambujacements
28,Profit/Loss After Tax And Before ExtraOrdinary Items,2996.36,2237.34,3690.81,3092.40,2763.19,,ambujacements
29,Profit/Loss From Continuing Operations,2996.36,2237.34,3690.81,3092.40,2763.19,,ambujacements
30,Profit/Loss For The Period,2996.36,2237.34,3690.81,3092.40,2763.19,,ambujacements
31,Minority Interest,-440.98,-322.62,-930.66,-741.40,-688.16,,ambujacements
32,Consolidated Profit/Loss After MI And Associates,2583.40,1938.46,2780.38,2365.44,2095.00,,ambujacements
33,OTHER ADDITIONAL INFORMATION,,,,,,,ambujacements
34,EARNINGS PER SHARE,,,,,,,ambujacements
35,Basic EPS (Rs.),13.00,10.00,14.00,12.00,11.00,,ambujacements
36,Diluted EPS (Rs.),13.00,10.00,14.00,12.00,11.00,,ambujacements
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,ambujacements
38,Equity Share Dividend,1250.96,0.00,0.00,3375.60,297.85,,ambujacements
39,Tax On Dividend,0.00,0.00,0.00,0.37,61.40,,ambujacements
0,Profit & Loss account of Apollo Hospitals Enterprises (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,apollohospitalsenterprises
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,apollohospitalsenterprises
2,INCOME,,,,,,,apollohospitalsenterprises
3,Revenue From Operations [Gross],16444.80,14536.20,10468.00,11171.50,9593.93,,apollohospitalsenterprises
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,apollohospitalsenterprises
5,Revenue From Operations [Net],16444.80,14536.20,10468.00,11171.50,9593.93,,apollohospitalsenterprises
6,Total Operating Revenues,16612.50,14662.60,10560.00,11246.80,9617.44,,apollohospitalsenterprises
7,Other Income,90.30,78.20,45.00,26.90,31.44,,apollohospitalsenterprises
8,Total Revenue,16702.80,14740.80,10605.00,11273.70,9648.88,,apollohospitalsenterprises
9,EXPENSES,,,,,,,apollohospitalsenterprises
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,,apollohospitalsenterprises
11,Purchase Of Stock-In Trade,6315.00,4961.30,4186.10,3796.70,3087.55,,apollohospitalsenterprises
12,Operating And Direct Expenses,2283.80,2685.50,1623.30,1809.20,1644.88,,apollohospitalsenterprises
13,Changes In Inventories Of FGWIP And Stock In Trade,-24.50,-73.30,-125.20,-107.00,-71.56,,apollohospitalsenterprises
14,Employee Benefit Expenses,2143.80,1786.50,1601.00,1852.90,1598.24,,apollohospitalsenterprises
15,Finance Costs,380.80,378.60,449.20,532.80,327.02,,apollohospitalsenterprises
16,Depreciation And Amortisation Expenses,615.40,600.70,573.10,619.70,395.53,,apollohospitalsenterprises
17,Other Expenses,3844.80,3117.50,2137.40,2307.70,2294.67,,apollohospitalsenterprises
18,Total Expenses,15559.10,13456.80,10444.90,10812.00,9276.32,,apollohospitalsenterprises
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",1143.70,1284.00,160.10,461.70,372.56,,apollohospitalsenterprises
20,Exceptional Items,0.00,294.10,60.60,198.30,0.00,,apollohospitalsenterprises
21,Profit/Loss Before Tax,1143.70,1578.10,220.70,660.00,372.56,,apollohospitalsenterprises
22,Tax Expenses-Continued Operations,,,,,,,apollohospitalsenterprises
23,Current Tax,399.30,237.70,75.80,130.90,125.88,,apollohospitalsenterprises
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,apollohospitalsenterprises
25,Deferred Tax,-149.70,239.30,8.90,94.30,47.49,,apollohospitalsenterprises
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,apollohospitalsenterprises
27,Total Tax Expenses,256.20,477.00,84.70,225.20,173.37,,apollohospitalsenterprises
28,Profit/Loss After Tax And Before ExtraOrdinary Items,887.50,1101.10,136.00,434.80,199.19,,apollohospitalsenterprises
29,Profit/Loss From Continuing Operations,887.50,1101.10,136.00,434.80,199.19,,apollohospitalsenterprises
30,Profit/Loss For The Period,887.50,1101.10,136.00,434.80,199.19,,apollohospitalsenterprises
31,Minority Interest,-25.20,-52.80,13.60,23.10,35.88,,apollohospitalsenterprises
32,Consolidated Profit/Loss After MI And Associates,819.10,1055.60,150.40,454.80,236.05,,apollohospitalsenterprises
33,OTHER ADDITIONAL INFORMATION,,,,,,,apollohospitalsenterprises
34,EARNINGS PER SHARE,,,,,,,apollohospitalsenterprises
35,Basic EPS (Rs.),57.00,73.00,11.00,33.00,17.00,,apollohospitalsenterprises
36,Diluted EPS (Rs.),57.00,73.00,11.00,33.00,17.00,,apollohospitalsenterprises
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,apollohospitalsenterprises
38,Equity Share Dividend,255.20,43.70,38.30,129.10,69.56,,apollohospitalsenterprises
39,Tax On Dividend,0.00,0.00,0.00,26.40,14.16,,apollohospitalsenterprises
0,Profit & Loss account of Apollo Tyres (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,apollotyres
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,apollotyres
2,INCOME,,,,,,,apollotyres
3,Revenue From Operations [Gross],24122.32,20580.81,16954.61,16096.49,17273.39,,apollotyres
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,apollotyres
5,Revenue From Operations [Net],24122.32,20580.81,16954.61,16096.49,17273.39,,apollotyres
6,Total Operating Revenues,24568.13,20947.58,17397.00,16327.00,17548.84,,apollotyres
7,Other Income,41.09,123.48,129.38,46.88,123.12,,apollotyres
8,Total Revenue,24609.22,21071.06,17526.38,16373.87,17671.97,,apollotyres
9,EXPENSES,,,,,,,apollotyres
10,Cost Of Materials Consumed,12261.96,10955.43,7065.30,7049.83,8626.09,,apollotyres
11,Purchase Of Stock-In Trade,2678.27,2206.03,2009.34,1834.11,1982.56,,apollotyres
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,apollotyres
13,Changes In Inventories Of FGWIP And Stock In Trade,-303.18,-775.96,319.87,191.65,-470.39,,apollotyres
14,Employee Benefit Expenses,2619.92,2574.24,2513.37,2482.20,2429.58,,apollotyres
15,Finance Costs,531.24,444.42,442.96,280.83,181.07,,apollotyres
16,Depreciation And Amortisation Expenses,1419.14,1399.67,1314.95,1138.12,812.67,,apollotyres
17,Other Expenses,3997.50,3413.74,2691.66,2853.69,3022.37,,apollotyres
18,Total Expenses,23204.85,20217.57,16357.45,15830.43,16583.95,,apollotyres
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",1404.37,853.49,1168.93,543.44,1088.01,,apollotyres
20,Exceptional Items,22.58,-5.91,-607.74,0.00,-200.00,,apollotyres
21,Profit/Loss Before Tax,1426.95,847.58,561.19,543.44,888.01,,apollotyres
22,Tax Expenses-Continued Operations,,,,,,,apollotyres
23,Current Tax,250.69,94.80,224.75,127.41,187.11,,apollotyres
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,apollotyres
25,Deferred Tax,71.86,114.28,-13.74,-60.36,21.18,,apollotyres
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,apollotyres
27,Total Tax Expenses,322.55,209.07,211.00,67.04,208.29,,apollotyres
28,Profit/Loss After Tax And Before ExtraOrdinary Items,1104.39,638.50,350.19,476.40,679.72,,apollotyres
29,Profit/Loss From Continuing Operations,1104.39,638.50,350.19,476.40,679.72,,apollotyres
30,Profit/Loss For The Period,1104.39,638.50,350.19,476.40,679.72,,apollotyres
31,Minority Interest,0.00,0.00,0.00,0.00,0.00,,apollotyres
32,Consolidated Profit/Loss After MI And Associates,1104.64,638.60,350.21,476.40,679.84,,apollotyres
33,OTHER ADDITIONAL INFORMATION,,,,,,,apollotyres
34,EARNINGS PER SHARE,,,,,,,apollotyres
35,Basic EPS (Rs.),17.00,10.00,6.00,8.00,12.00,,apollotyres
36,Diluted EPS (Rs.),17.00,10.00,6.00,8.00,12.00,,apollotyres
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,apollotyres
38,Equity Share Dividend,206.41,222.29,0.00,357.53,171.62,,apollotyres
39,Tax On Dividend,0.00,0.00,0.00,73.49,35.28,,apollotyres
0,Profit & Loss account of Ashok Leyland (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,ashokleyland
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,ashokleyland
2,INCOME,,,,,,,ashokleyland
3,Revenue From Operations [Gross],41488.30,26237.15,19454.10,21748.12,32753.24,,ashokleyland
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,ashokleyland
5,Revenue From Operations [Net],41488.30,26237.15,19454.10,21748.12,32753.24,,ashokleyland
6,Total Operating Revenues,41672.60,26237.15,19454.10,21951.27,33196.84,,ashokleyland
7,Other Income,110.77,86.81,131.16,107.83,128.06,,ashokleyland
8,Total Revenue,41783.37,26323.96,19585.26,22059.10,33324.90,,ashokleyland
9,EXPENSES,,,,,,,ashokleyland
10,Cost Of Materials Consumed,28272.18,16619.60,11768.86,11164.38,21680.55,,ashokleyland
11,Purchase Of Stock-In Trade,1176.21,945.42,807.62,874.38,837.48,,ashokleyland
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,ashokleyland
13,Changes In Inventories Of FGWIP And Stock In Trade,-629.49,48.24,-529.10,1307.16,-919.42,,ashokleyland
14,Employee Benefit Expenses,3234.38,2616.76,2159.43,2190.27,2639.85,,ashokleyland
15,Finance Costs,2093.50,1869.05,1900.64,1801.65,1502.24,,ashokleyland
16,Depreciation And Amortisation Expenses,900.22,865.96,835.62,749.99,675.56,,ashokleyland
17,Other Expenses,4526.42,3241.89,2784.85,3181.73,4048.38,,ashokleyland
18,Total Expenses,39573.42,26206.92,19727.92,21269.56,30464.64,,ashokleyland
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",2209.95,117.04,-142.66,789.54,2860.26,,ashokleyland
20,Exceptional Items,47.89,-324.15,76.08,-53.27,0.12,,ashokleyland
21,Profit/Loss Before Tax,2257.84,-207.11,-66.58,736.27,2860.38,,ashokleyland
22,Tax Expenses-Continued Operations,,,,,,,ashokleyland
23,Current Tax,967.02,102.65,63.09,194.68,525.67,,ashokleyland
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,ashokleyland
25,Deferred Tax,-60.09,-16.79,-60.57,84.68,151.39,,ashokleyland
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,ashokleyland
27,Total Tax Expenses,906.93,85.86,2.52,279.36,677.06,,ashokleyland
28,Profit/Loss After Tax And Before ExtraOrdinary Items,1350.91,-292.97,-69.10,456.91,2183.32,,ashokleyland
29,Profit/Loss From Continuing Operations,1350.91,-292.97,-69.10,456.91,2183.32,,ashokleyland
30,Profit/Loss For The Period,1350.91,-292.97,-69.10,456.91,2183.32,,ashokleyland
31,Minority Interest,-120.85,-73.16,-95.63,-123.13,-115.90,,ashokleyland
32,Consolidated Profit/Loss After MI And Associates,1240.81,-358.61,-165.23,336.67,2078.70,,ashokleyland
33,OTHER ADDITIONAL INFORMATION,,,,,,,ashokleyland
34,EARNINGS PER SHARE,,,,,,,ashokleyland
35,Basic EPS (Rs.),4.00,-1.00,-1.00,1.00,7.00,,ashokleyland
36,Diluted EPS (Rs.),4.00,-1.00,-1.00,1.00,7.00,,ashokleyland
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,ashokleyland
38,Equity Share Dividend,293.55,176.13,0.00,1275.73,859.84,,ashokleyland
39,Tax On Dividend,0.00,0.00,0.00,0.00,0.00,,ashokleyland
0,Profit & Loss account of Asian Paints (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,asianpaints
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,asianpaints
2,INCOME,,,,,,,asianpaints
3,Revenue From Operations [Gross],34367.83,28923.48,21485.20,20048.32,19070.70,,asianpaints
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,8.32,,asianpaints
5,Revenue From Operations [Net],34367.83,28923.48,21485.20,20048.32,19062.38,,asianpaints
6,Total Operating Revenues,34488.59,29101.28,21712.79,20211.25,19240.13,,asianpaints
7,Other Income,386.48,380.01,303.05,304.31,233.04,,asianpaints
8,Total Revenue,34875.07,29481.29,22015.84,20515.56,19473.17,,asianpaints
9,EXPENSES,,,,,,,asianpaints
10,Cost Of Materials Consumed,17330.58,16254.59,10317.09,10091.78,10319.25,,asianpaints
11,Purchase Of Stock-In Trade,4135.65,3371.13,1872.59,1530.83,1238.58,,asianpaints
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,asianpaints
13,Changes In Inventories Of FGWIP And Stock In Trade,-309.73,-1324.97,-92.45,-239.15,-293.26,,asianpaints
14,Employee Benefit Expenses,2028.07,1786.67,1540.75,1366.09,1236.83,,asianpaints
