,0,1,2,3,4,5,6,Year,Stock
12,Deferred Tax Liabilities [Net],0.00,250.23,233.94,211.01,193.01,,2018,aartiindustries
13,Other Long Term Liabilities,242.07,240.03,224.41,550.89,203.24,,2018,aartiindustries
14,Long Term Provisions,0.00,0.00,0.00,0.00,0.00,,2018,aartiindustries
15,Total Non-Current Liabilities,876.78,1420.67,1726.40,1342.74,1211.05,,2018,aartiindustries
16,CURRENT LIABILITIES,,,,,,,2018,aartiindustries
17,Short Term Borrowings,2239.32,1287.21,1224.07,1229.67,1290.83,,2018,aartiindustries
18,Trade Payables,404.93,490.08,576.33,345.16,279.28,,2018,aartiindustries
19,Other Current Liabilities,109.23,456.62,559.62,301.63,319.64,,2018,aartiindustries
20,Short Term Provisions,29.86,103.04,40.12,39.91,42.42,,2018,aartiindustries
21,Total Current Liabilities,2783.34,2336.95,2400.14,1916.37,1932.17,,2018,aartiindustries
22,Total Capital And Liabilities,8580.90,9672.80,7641.68,6332.50,5857.94,,2018,aartiindustries
23,ASSETS,,,,,,,2018,aartiindustries
24,NON-CURRENT ASSETS,,,,,,,2018,aartiindustries
25,Tangible Assets,4859.48,4417.74,3592.48,2467.57,2145.36,,2018,aartiindustries
26,Intangible Assets,1.47,0.19,0.10,0.50,0.90,,2018,aartiindustries
27,Capital Work-In-Progress,988.98,1490.38,1297.91,1417.64,794.57,,2018,aartiindustries
28,Fixed Assets,5957.17,5908.31,4890.49,3885.71,2940.83,,2018,aartiindustries
29,Non-Current Investments,17.17,73.13,63.52,37.01,33.16,,2018,aartiindustries
30,Deferred Tax Assets [Net],52.78,0.00,0.00,0.00,0.00,,2018,aartiindustries
31,Long Term Loans And Advances,0.00,0.00,0.00,0.00,0.00,,2018,aartiindustries
32,Other Non-Current Assets,94.50,417.66,320.07,404.49,306.43,,2018,aartiindustries
33,Total Non-Current Assets,6121.62,6399.10,5274.08,4327.63,3280.84,,2018,aartiindustries
34,CURRENT ASSETS,,,,,,,2018,aartiindustries
35,Current Investments,0.00,0.00,0.00,0.00,0.00,,2018,aartiindustries
36,Inventories,1031.05,1411.33,935.68,835.68,771.79,,2018,aartiindustries
37,Trade Receivables,940.49,1390.50,793.73,753.44,776.04,,2018,aartiindustries
38,Cash And Cash Equivalents,200.73,256.84,412.32,247.29,804.20,,2018,aartiindustries
39,Short Term Loans And Advances,0.00,0.00,0.00,0.00,0.00,,2018,aartiindustries
40,OtherCurrentAssets,287.01,215.03,225.87,168.46,225.07,,2018,aartiindustries
41,Total Current Assets,2459.28,3273.70,2367.60,2004.87,2577.10,,2018,aartiindustries
42,Total Assets,8580.90,9672.80,7641.68,6332.50,5857.94,,2018,aartiindustries
43,OTHER ADDITIONAL INFORMATION,,,,,,,2018,aartiindustries
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,2018,aartiindustries
45,Contingent Liabilities,652.82,1008.90,439.02,568.36,406.72,,2018,aartiindustries
46,BONUS DETAILS,,,,,,,2018,aartiindustries
47,Bonus Equity Share Capital,159.21,159.21,72.74,72.74,28.96,,2018,aartiindustries
48,NON-CURRENT INVESTMENTS,,,,,,,2018,aartiindustries
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2018,aartiindustries
50,Non-Current Investments Unquoted Book Value,17.17,73.13,63.52,37.01,33.16,,2018,aartiindustries
51,CURRENT INVESTMENTS,,,,,,,2018,aartiindustries
52,Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2018,aartiindustries
53,Current Investments Unquoted Book Value,0.00,0.00,0.00,0.00,0.00,,2018,aartiindustries
0,Balance Sheet of Aarti Industries (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2019,aartiindustries
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2019,aartiindustries
2,EQUITIES AND LIABILITIES,,,,,,,2019,aartiindustries
3,SHAREHOLDER'S FUNDS,,,,,,,2019,aartiindustries
4,Equity Share Capital,181.25,181.25,87.12,87.12,43.33,,2019,aartiindustries
5,Total Share Capital,181.25,181.25,87.12,87.12,43.33,,2019,aartiindustries
6,Reserves and Surplus,4738.81,5733.21,3415.27,2891.14,2586.71,,2019,aartiindustries
7,Total Reserves and Surplus,4738.81,5733.21,3415.78,2891.65,2587.22,,2019,aartiindustries
8,Total Shareholders Funds,4920.06,5914.46,3502.90,2978.77,2630.55,,2019,aartiindustries
9,Minority Interest,0.72,0.72,12.24,94.62,83.95,,2019,aartiindustries
10,NON-CURRENT LIABILITIES,,,,,,,2019,aartiindustries
11,Long Term Borrowings,634.71,930.41,1268.05,580.84,814.80,,2019,aartiindustries
12,Deferred Tax Liabilities [Net],0.00,250.23,233.94,211.01,193.01,,2019,aartiindustries
13,Other Long Term Liabilities,242.07,240.03,224.41,550.89,203.24,,2019,aartiindustries
14,Long Term Provisions,0.00,0.00,0.00,0.00,0.00,,2019,aartiindustries
15,Total Non-Current Liabilities,876.78,1420.67,1726.40,1342.74,1211.05,,2019,aartiindustries
16,CURRENT LIABILITIES,,,,,,,2019,aartiindustries
17,Short Term Borrowings,2239.32,1287.21,1224.07,1229.67,1290.83,,2019,aartiindustries
18,Trade Payables,404.93,490.08,576.33,345.16,279.28,,2019,aartiindustries
19,Other Current Liabilities,109.23,456.62,559.62,301.63,319.64,,2019,aartiindustries
20,Short Term Provisions,29.86,103.04,40.12,39.91,42.42,,2019,aartiindustries
21,Total Current Liabilities,2783.34,2336.95,2400.14,1916.37,1932.17,,2019,aartiindustries
22,Total Capital And Liabilities,8580.90,9672.80,7641.68,6332.50,5857.94,,2019,aartiindustries
23,ASSETS,,,,,,,2019,aartiindustries
24,NON-CURRENT ASSETS,,,,,,,2019,aartiindustries
25,Tangible Assets,4859.48,4417.74,3592.48,2467.57,2145.36,,2019,aartiindustries
26,Intangible Assets,1.47,0.19,0.10,0.50,0.90,,2019,aartiindustries
27,Capital Work-In-Progress,988.98,1490.38,1297.91,1417.64,794.57,,2019,aartiindustries
28,Fixed Assets,5957.17,5908.31,4890.49,3885.71,2940.83,,2019,aartiindustries
29,Non-Current Investments,17.17,73.13,63.52,37.01,33.16,,2019,aartiindustries
30,Deferred Tax Assets [Net],52.78,0.00,0.00,0.00,0.00,,2019,aartiindustries
31,Long Term Loans And Advances,0.00,0.00,0.00,0.00,0.00,,2019,aartiindustries
32,Other Non-Current Assets,94.50,417.66,320.07,404.49,306.43,,2019,aartiindustries
33,Total Non-Current Assets,6121.62,6399.10,5274.08,4327.63,3280.84,,2019,aartiindustries
34,CURRENT ASSETS,,,,,,,2019,aartiindustries
35,Current Investments,0.00,0.00,0.00,0.00,0.00,,2019,aartiindustries
36,Inventories,1031.05,1411.33,935.68,835.68,771.79,,2019,aartiindustries
37,Trade Receivables,940.49,1390.50,793.73,753.44,776.04,,2019,aartiindustries
38,Cash And Cash Equivalents,200.73,256.84,412.32,247.29,804.20,,2019,aartiindustries
39,Short Term Loans And Advances,0.00,0.00,0.00,0.00,0.00,,2019,aartiindustries
40,OtherCurrentAssets,287.01,215.03,225.87,168.46,225.07,,2019,aartiindustries
41,Total Current Assets,2459.28,3273.70,2367.60,2004.87,2577.10,,2019,aartiindustries
42,Total Assets,8580.90,9672.80,7641.68,6332.50,5857.94,,2019,aartiindustries
43,OTHER ADDITIONAL INFORMATION,,,,,,,2019,aartiindustries
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,2019,aartiindustries
45,Contingent Liabilities,652.82,1008.90,439.02,568.36,406.72,,2019,aartiindustries
46,BONUS DETAILS,,,,,,,2019,aartiindustries
47,Bonus Equity Share Capital,159.21,159.21,72.74,72.74,28.96,,2019,aartiindustries
48,NON-CURRENT INVESTMENTS,,,,,,,2019,aartiindustries
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2019,aartiindustries
50,Non-Current Investments Unquoted Book Value,17.17,73.13,63.52,37.01,33.16,,2019,aartiindustries
51,CURRENT INVESTMENTS,,,,,,,2019,aartiindustries
52,Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2019,aartiindustries
53,Current Investments Unquoted Book Value,0.00,0.00,0.00,0.00,0.00,,2019,aartiindustries
0,Balance Sheet of Aarti Industries (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2020,aartiindustries
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2020,aartiindustries
2,EQUITIES AND LIABILITIES,,,,,,,2020,aartiindustries
3,SHAREHOLDER'S FUNDS,,,,,,,2020,aartiindustries
4,Equity Share Capital,181.25,181.25,87.12,87.12,43.33,,2020,aartiindustries
5,Total Share Capital,181.25,181.25,87.12,87.12,43.33,,2020,aartiindustries
6,Reserves and Surplus,4738.81,5733.21,3415.27,2891.14,2586.71,,2020,aartiindustries
7,Total Reserves and Surplus,4738.81,5733.21,3415.78,2891.65,2587.22,,2020,aartiindustries
8,Total Shareholders Funds,4920.06,5914.46,3502.90,2978.77,2630.55,,2020,aartiindustries
9,Minority Interest,0.72,0.72,12.24,94.62,83.95,,2020,aartiindustries
10,NON-CURRENT LIABILITIES,,,,,,,2020,aartiindustries
11,Long Term Borrowings,634.71,930.41,1268.05,580.84,814.80,,2020,aartiindustries
12,Deferred Tax Liabilities [Net],0.00,250.23,233.94,211.01,193.01,,2020,aartiindustries
13,Other Long Term Liabilities,242.07,240.03,224.41,550.89,203.24,,2020,aartiindustries
14,Long Term Provisions,0.00,0.00,0.00,0.00,0.00,,2020,aartiindustries
15,Total Non-Current Liabilities,876.78,1420.67,1726.40,1342.74,1211.05,,2020,aartiindustries
16,CURRENT LIABILITIES,,,,,,,2020,aartiindustries
17,Short Term Borrowings,2239.32,1287.21,1224.07,1229.67,1290.83,,2020,aartiindustries
18,Trade Payables,404.93,490.08,576.33,345.16,279.28,,2020,aartiindustries
19,Other Current Liabilities,109.23,456.62,559.62,301.63,319.64,,2020,aartiindustries
20,Short Term Provisions,29.86,103.04,40.12,39.91,42.42,,2020,aartiindustries
21,Total Current Liabilities,2783.34,2336.95,2400.14,1916.37,1932.17,,2020,aartiindustries
22,Total Capital And Liabilities,8580.90,9672.80,7641.68,6332.50,5857.94,,2020,aartiindustries
23,ASSETS,,,,,,,2020,aartiindustries
24,NON-CURRENT ASSETS,,,,,,,2020,aartiindustries
25,Tangible Assets,4859.48,4417.74,3592.48,2467.57,2145.36,,2020,aartiindustries
26,Intangible Assets,1.47,0.19,0.10,0.50,0.90,,2020,aartiindustries
27,Capital Work-In-Progress,988.98,1490.38,1297.91,1417.64,794.57,,2020,aartiindustries
28,Fixed Assets,5957.17,5908.31,4890.49,3885.71,2940.83,,2020,aartiindustries
29,Non-Current Investments,17.17,73.13,63.52,37.01,33.16,,2020,aartiindustries
30,Deferred Tax Assets [Net],52.78,0.00,0.00,0.00,0.00,,2020,aartiindustries
31,Long Term Loans And Advances,0.00,0.00,0.00,0.00,0.00,,2020,aartiindustries
32,Other Non-Current Assets,94.50,417.66,320.07,404.49,306.43,,2020,aartiindustries
33,Total Non-Current Assets,6121.62,6399.10,5274.08,4327.63,3280.84,,2020,aartiindustries
34,CURRENT ASSETS,,,,,,,2020,aartiindustries
35,Current Investments,0.00,0.00,0.00,0.00,0.00,,2020,aartiindustries
36,Inventories,1031.05,1411.33,935.68,835.68,771.79,,2020,aartiindustries
37,Trade Receivables,940.49,1390.50,793.73,753.44,776.04,,2020,aartiindustries
38,Cash And Cash Equivalents,200.73,256.84,412.32,247.29,804.20,,2020,aartiindustries
39,Short Term Loans And Advances,0.00,0.00,0.00,0.00,0.00,,2020,aartiindustries
40,OtherCurrentAssets,287.01,215.03,225.87,168.46,225.07,,2020,aartiindustries
41,Total Current Assets,2459.28,3273.70,2367.60,2004.87,2577.10,,2020,aartiindustries
42,Total Assets,8580.90,9672.80,7641.68,6332.50,5857.94,,2020,aartiindustries
43,OTHER ADDITIONAL INFORMATION,,,,,,,2020,aartiindustries
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,2020,aartiindustries
45,Contingent Liabilities,652.82,1008.90,439.02,568.36,406.72,,2020,aartiindustries
46,BONUS DETAILS,,,,,,,2020,aartiindustries
47,Bonus Equity Share Capital,159.21,159.21,72.74,72.74,28.96,,2020,aartiindustries
48,NON-CURRENT INVESTMENTS,,,,,,,2020,aartiindustries
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2020,aartiindustries
50,Non-Current Investments Unquoted Book Value,17.17,73.13,63.52,37.01,33.16,,2020,aartiindustries
51,CURRENT INVESTMENTS,,,,,,,2020,aartiindustries
52,Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2020,aartiindustries
53,Current Investments Unquoted Book Value,0.00,0.00,0.00,0.00,0.00,,2020,aartiindustries
0,Balance Sheet of Aarti Industries (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2021,aartiindustries
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2021,aartiindustries
2,EQUITIES AND LIABILITIES,,,,,,,2021,aartiindustries
3,SHAREHOLDER'S FUNDS,,,,,,,2021,aartiindustries
4,Equity Share Capital,181.25,181.25,87.12,87.12,43.33,,2021,aartiindustries
5,Total Share Capital,181.25,181.25,87.12,87.12,43.33,,2021,aartiindustries
6,Reserves and Surplus,4738.81,5733.21,3415.27,2891.14,2586.71,,2021,aartiindustries
7,Total Reserves and Surplus,4738.81,5733.21,3415.78,2891.65,2587.22,,2021,aartiindustries
8,Total Shareholders Funds,4920.06,5914.46,3502.90,2978.77,2630.55,,2021,aartiindustries
9,Minority Interest,0.72,0.72,12.24,94.62,83.95,,2021,aartiindustries
10,NON-CURRENT LIABILITIES,,,,,,,2021,aartiindustries
11,Long Term Borrowings,634.71,930.41,1268.05,580.84,814.80,,2021,aartiindustries
12,Deferred Tax Liabilities [Net],0.00,250.23,233.94,211.01,193.01,,2021,aartiindustries
13,Other Long Term Liabilities,242.07,240.03,224.41,550.89,203.24,,2021,aartiindustries
14,Long Term Provisions,0.00,0.00,0.00,0.00,0.00,,2021,aartiindustries
15,Total Non-Current Liabilities,876.78,1420.67,1726.40,1342.74,1211.05,,2021,aartiindustries
16,CURRENT LIABILITIES,,,,,,,2021,aartiindustries
17,Short Term Borrowings,2239.32,1287.21,1224.07,1229.67,1290.83,,2021,aartiindustries
18,Trade Payables,404.93,490.08,576.33,345.16,279.28,,2021,aartiindustries
19,Other Current Liabilities,109.23,456.62,559.62,301.63,319.64,,2021,aartiindustries
20,Short Term Provisions,29.86,103.04,40.12,39.91,42.42,,2021,aartiindustries
21,Total Current Liabilities,2783.34,2336.95,2400.14,1916.37,1932.17,,2021,aartiindustries
22,Total Capital And Liabilities,8580.90,9672.80,7641.68,6332.50,5857.94,,2021,aartiindustries
23,ASSETS,,,,,,,2021,aartiindustries
24,NON-CURRENT ASSETS,,,,,,,2021,aartiindustries
25,Tangible Assets,4859.48,4417.74,3592.48,2467.57,2145.36,,2021,aartiindustries
26,Intangible Assets,1.47,0.19,0.10,0.50,0.90,,2021,aartiindustries
27,Capital Work-In-Progress,988.98,1490.38,1297.91,1417.64,794.57,,2021,aartiindustries
28,Fixed Assets,5957.17,5908.31,4890.49,3885.71,2940.83,,2021,aartiindustries
29,Non-Current Investments,17.17,73.13,63.52,37.01,33.16,,2021,aartiindustries
30,Deferred Tax Assets [Net],52.78,0.00,0.00,0.00,0.00,,2021,aartiindustries
31,Long Term Loans And Advances,0.00,0.00,0.00,0.00,0.00,,2021,aartiindustries
32,Other Non-Current Assets,94.50,417.66,320.07,404.49,306.43,,2021,aartiindustries
33,Total Non-Current Assets,6121.62,6399.10,5274.08,4327.63,3280.84,,2021,aartiindustries
34,CURRENT ASSETS,,,,,,,2021,aartiindustries
35,Current Investments,0.00,0.00,0.00,0.00,0.00,,2021,aartiindustries
36,Inventories,1031.05,1411.33,935.68,835.68,771.79,,2021,aartiindustries
37,Trade Receivables,940.49,1390.50,793.73,753.44,776.04,,2021,aartiindustries
38,Cash And Cash Equivalents,200.73,256.84,412.32,247.29,804.20,,2021,aartiindustries
39,Short Term Loans And Advances,0.00,0.00,0.00,0.00,0.00,,2021,aartiindustries
40,OtherCurrentAssets,287.01,215.03,225.87,168.46,225.07,,2021,aartiindustries
41,Total Current Assets,2459.28,3273.70,2367.60,2004.87,2577.10,,2021,aartiindustries
42,Total Assets,8580.90,9672.80,7641.68,6332.50,5857.94,,2021,aartiindustries
43,OTHER ADDITIONAL INFORMATION,,,,,,,2021,aartiindustries
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,2021,aartiindustries
45,Contingent Liabilities,652.82,1008.90,439.02,568.36,406.72,,2021,aartiindustries
46,BONUS DETAILS,,,,,,,2021,aartiindustries
47,Bonus Equity Share Capital,159.21,159.21,72.74,72.74,28.96,,2021,aartiindustries
48,NON-CURRENT INVESTMENTS,,,,,,,2021,aartiindustries
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2021,aartiindustries
50,Non-Current Investments Unquoted Book Value,17.17,73.13,63.52,37.01,33.16,,2021,aartiindustries
51,CURRENT INVESTMENTS,,,,,,,2021,aartiindustries
52,Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2021,aartiindustries
53,Current Investments Unquoted Book Value,0.00,0.00,0.00,0.00,0.00,,2021,aartiindustries
0,Balance Sheet of Aarti Industries (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2022,aartiindustries
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2022,aartiindustries
2,EQUITIES AND LIABILITIES,,,,,,,2022,aartiindustries
3,SHAREHOLDER'S FUNDS,,,,,,,2022,aartiindustries
4,Equity Share Capital,181.25,181.25,87.12,87.12,43.33,,2022,aartiindustries
5,Total Share Capital,181.25,181.25,87.12,87.12,43.33,,2022,aartiindustries
6,Reserves and Surplus,4738.81,5733.21,3415.27,2891.14,2586.71,,2022,aartiindustries
7,Total Reserves and Surplus,4738.81,5733.21,3415.78,2891.65,2587.22,,2022,aartiindustries
8,Total Shareholders Funds,4920.06,5914.46,3502.90,2978.77,2630.55,,2022,aartiindustries
9,Minority Interest,0.72,0.72,12.24,94.62,83.95,,2022,aartiindustries
10,NON-CURRENT LIABILITIES,,,,,,,2022,aartiindustries
11,Long Term Borrowings,634.71,930.41,1268.05,580.84,814.80,,2022,aartiindustries
12,Deferred Tax Liabilities [Net],0.00,250.23,233.94,211.01,193.01,,2022,aartiindustries
13,Other Long Term Liabilities,242.07,240.03,224.41,550.89,203.24,,2022,aartiindustries
14,Long Term Provisions,0.00,0.00,0.00,0.00,0.00,,2022,aartiindustries
15,Total Non-Current Liabilities,876.78,1420.67,1726.40,1342.74,1211.05,,2022,aartiindustries
16,CURRENT LIABILITIES,,,,,,,2022,aartiindustries
17,Short Term Borrowings,2239.32,1287.21,1224.07,1229.67,1290.83,,2022,aartiindustries
18,Trade Payables,404.93,490.08,576.33,345.16,279.28,,2022,aartiindustries
19,Other Current Liabilities,109.23,456.62,559.62,301.63,319.64,,2022,aartiindustries
20,Short Term Provisions,29.86,103.04,40.12,39.91,42.42,,2022,aartiindustries
21,Total Current Liabilities,2783.34,2336.95,2400.14,1916.37,1932.17,,2022,aartiindustries
22,Total Capital And Liabilities,8580.90,9672.80,7641.68,6332.50,5857.94,,2022,aartiindustries
23,ASSETS,,,,,,,2022,aartiindustries
24,NON-CURRENT ASSETS,,,,,,,2022,aartiindustries
25,Tangible Assets,4859.48,4417.74,3592.48,2467.57,2145.36,,2022,aartiindustries
26,Intangible Assets,1.47,0.19,0.10,0.50,0.90,,2022,aartiindustries
27,Capital Work-In-Progress,988.98,1490.38,1297.91,1417.64,794.57,,2022,aartiindustries
28,Fixed Assets,5957.17,5908.31,4890.49,3885.71,2940.83,,2022,aartiindustries
29,Non-Current Investments,17.17,73.13,63.52,37.01,33.16,,2022,aartiindustries
30,Deferred Tax Assets [Net],52.78,0.00,0.00,0.00,0.00,,2022,aartiindustries
31,Long Term Loans And Advances,0.00,0.00,0.00,0.00,0.00,,2022,aartiindustries
32,Other Non-Current Assets,94.50,417.66,320.07,404.49,306.43,,2022,aartiindustries
33,Total Non-Current Assets,6121.62,6399.10,5274.08,4327.63,3280.84,,2022,aartiindustries
34,CURRENT ASSETS,,,,,,,2022,aartiindustries
35,Current Investments,0.00,0.00,0.00,0.00,0.00,,2022,aartiindustries
36,Inventories,1031.05,1411.33,935.68,835.68,771.79,,2022,aartiindustries
37,Trade Receivables,940.49,1390.50,793.73,753.44,776.04,,2022,aartiindustries
38,Cash And Cash Equivalents,200.73,256.84,412.32,247.29,804.20,,2022,aartiindustries
39,Short Term Loans And Advances,0.00,0.00,0.00,0.00,0.00,,2022,aartiindustries
40,OtherCurrentAssets,287.01,215.03,225.87,168.46,225.07,,2022,aartiindustries
41,Total Current Assets,2459.28,3273.70,2367.60,2004.87,2577.10,,2022,aartiindustries
42,Total Assets,8580.90,9672.80,7641.68,6332.50,5857.94,,2022,aartiindustries
43,OTHER ADDITIONAL INFORMATION,,,,,,,2022,aartiindustries
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,2022,aartiindustries
45,Contingent Liabilities,652.82,1008.90,439.02,568.36,406.72,,2022,aartiindustries
46,BONUS DETAILS,,,,,,,2022,aartiindustries
47,Bonus Equity Share Capital,159.21,159.21,72.74,72.74,28.96,,2022,aartiindustries
48,NON-CURRENT INVESTMENTS,,,,,,,2022,aartiindustries
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2022,aartiindustries
50,Non-Current Investments Unquoted Book Value,17.17,73.13,63.52,37.01,33.16,,2022,aartiindustries
51,CURRENT INVESTMENTS,,,,,,,2022,aartiindustries
52,Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,2022,aartiindustries
53,Current Investments Unquoted Book Value,0.00,0.00,0.00,0.00,0.00,,2022,aartiindustries
0,Balance Sheet of Aarti Industries (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2023,aartiindustries
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2023,aartiindustries
2,EQUITIES AND LIABILITIES,,,,,,,2023,aartiindustries
3,SHAREHOLDER'S FUNDS,,,,,,,2023,aartiindustries
4,Equity Share Capital,181.25,181.25,87.12,87.12,43.33,,2023,aartiindustries
5,Total Share Capital,181.25,181.25,87.12,87.12,43.33,,2023,aartiindustries
6,Reserves and Surplus,4738.81,5733.21,3415.27,2891.14,2586.71,,2023,aartiindustries
7,Total Reserves and Surplus,4738.81,5733.21,3415.78,2891.65,2587.22,,2023,aartiindustries
8,Total Shareholders Funds,4920.06,5914.46,3502.90,2978.77,2630.55,,2023,aartiindustries
9,Minority Interest,0.72,0.72,12.24,94.62,83.95,,2023,aartiindustries
10,NON-CURRENT LIABILITIES,,,,,,,2023,aartiindustries
11,Long Term Borrowings,634.71,930.41,1268.05,580.84,814.80,,2023,aartiindustries
12,Deferred Tax Liabilities [Net],0.00,250.23,233.94,211.01,193.01,,2023,aartiindustries
