,0,1,2,3,4,5,6,Year,Stock
33,OTHER ADDITIONAL INFORMATION,,,,,,,2019,aartiindustries
34,EARNINGS PER SHARE,,,,,,,2019,aartiindustries
35,Basic EPS (Rs.),15.00,36.00,30.00,31.00,60.00,,2019,aartiindustries
36,Diluted EPS (Rs.),15.00,36.00,30.00,31.00,60.00,,2019,aartiindustries
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,2019,aartiindustries
38,Equity Share Dividend,90.63,126.88,46.65,108.24,47.38,,2019,aartiindustries
39,Tax On Dividend,0.00,0.00,0.00,21.87,9.23,,2019,aartiindustries
0,Profit & Loss account of Aarti Industries (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2020,aartiindustries
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2020,aartiindustries
2,INCOME,,,,,,,2020,aartiindustries
3,Revenue From Operations [Gross],7156.20,7017.08,4822.40,4539.63,4659.49,,2020,aartiindustries
4,Less: Excise/Sevice Tax/Other Levies,664.04,919.35,517.18,434.38,0.00,,2020,aartiindustries
5,Revenue From Operations [Net],6492.16,6097.73,4305.22,4105.25,4659.49,,2020,aartiindustries
6,Total Operating Revenues,6618.58,6999.96,4506.10,4186.31,4705.51,,2020,aartiindustries
7,Other Income,0.86,0.80,0.70,8.84,2.10,,2020,aartiindustries
8,Total Revenue,6619.44,7000.76,4506.80,4195.15,4707.61,,2020,aartiindustries
9,EXPENSES,,,,,,,2020,aartiindustries
10,Cost Of Materials Consumed,3462.03,3268.59,1937.56,1780.92,2570.51,,2020,aartiindustries
11,Purchase Of Stock-In Trade,313.94,286.51,244.24,274.65,183.47,,2020,aartiindustries
12,Operating And Direct Expenses,852.95,900.30,734.39,612.91,544.88,,2020,aartiindustries
13,Changes In Inventories Of FGWIP And Stock In Trade,65.70,-261.28,-53.25,0.75,-59.40,,2020,aartiindustries
14,Employee Benefit Expenses,385.33,442.08,371.38,305.22,242.82,,2020,aartiindustries
15,Finance Costs,168.28,114.29,86.37,124.78,182.54,,2020,aartiindustries
16,Depreciation And Amortisation Expenses,310.45,288.52,231.31,185.21,162.68,,2020,aartiindustries
17,Other Expenses,449.66,434.95,290.25,234.53,258.14,,2020,aartiindustries
18,Total Expenses,6008.34,5473.96,3842.25,3518.97,4085.64,,2020,aartiindustries
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",611.10,1526.80,664.55,676.18,621.97,,2020,aartiindustries
20,Exceptional Items,0.00,0.00,0.00,0.00,0.00,,2020,aartiindustries
21,Profit/Loss Before Tax,611.10,1526.80,664.55,676.18,621.97,,2020,aartiindustries
22,Tax Expenses-Continued Operations,,,,,,,2020,aartiindustries
23,Current Tax,107.35,268.12,116.03,118.13,136.65,,2020,aartiindustries
24,Less: MAT Credit Entitlement,40.92,75.88,9.80,7.09,38.79,,2020,aartiindustries
25,Deferred Tax,15.96,27.13,23.10,18.00,21.99,,2020,aartiindustries
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,2020,aartiindustries
27,Total Tax Expenses,65.87,219.38,129.33,129.42,117.80,,2020,aartiindustries
28,Profit/Loss After Tax And Before ExtraOrdinary Items,545.23,1307.42,535.22,546.76,504.17,,2020,aartiindustries
29,Profit/Loss From Continuing Operations,545.23,1307.42,535.22,546.76,504.17,,2020,aartiindustries
30,Profit/Loss For The Period,545.23,1307.42,535.22,546.76,504.17,,2020,aartiindustries
31,Minority Interest,0.00,-0.23,-11.75,-10.68,-12.44,,2020,aartiindustries
32,Consolidated Profit/Loss After MI And Associates,545.23,1307.19,523.47,536.08,491.73,,2020,aartiindustries
33,OTHER ADDITIONAL INFORMATION,,,,,,,2020,aartiindustries
34,EARNINGS PER SHARE,,,,,,,2020,aartiindustries
35,Basic EPS (Rs.),15.00,36.00,30.00,31.00,60.00,,2020,aartiindustries
36,Diluted EPS (Rs.),15.00,36.00,30.00,31.00,60.00,,2020,aartiindustries
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,2020,aartiindustries
38,Equity Share Dividend,90.63,126.88,46.65,108.24,47.38,,2020,aartiindustries
39,Tax On Dividend,0.00,0.00,0.00,21.87,9.23,,2020,aartiindustries
0,Profit & Loss account of Aarti Industries (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2021,aartiindustries
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2021,aartiindustries
2,INCOME,,,,,,,2021,aartiindustries
3,Revenue From Operations [Gross],7156.20,7017.08,4822.40,4539.63,4659.49,,2021,aartiindustries
4,Less: Excise/Sevice Tax/Other Levies,664.04,919.35,517.18,434.38,0.00,,2021,aartiindustries
5,Revenue From Operations [Net],6492.16,6097.73,4305.22,4105.25,4659.49,,2021,aartiindustries
6,Total Operating Revenues,6618.58,6999.96,4506.10,4186.31,4705.51,,2021,aartiindustries
7,Other Income,0.86,0.80,0.70,8.84,2.10,,2021,aartiindustries
8,Total Revenue,6619.44,7000.76,4506.80,4195.15,4707.61,,2021,aartiindustries
9,EXPENSES,,,,,,,2021,aartiindustries
10,Cost Of Materials Consumed,3462.03,3268.59,1937.56,1780.92,2570.51,,2021,aartiindustries
11,Purchase Of Stock-In Trade,313.94,286.51,244.24,274.65,183.47,,2021,aartiindustries
12,Operating And Direct Expenses,852.95,900.30,734.39,612.91,544.88,,2021,aartiindustries
13,Changes In Inventories Of FGWIP And Stock In Trade,65.70,-261.28,-53.25,0.75,-59.40,,2021,aartiindustries
14,Employee Benefit Expenses,385.33,442.08,371.38,305.22,242.82,,2021,aartiindustries
15,Finance Costs,168.28,114.29,86.37,124.78,182.54,,2021,aartiindustries
16,Depreciation And Amortisation Expenses,310.45,288.52,231.31,185.21,162.68,,2021,aartiindustries
17,Other Expenses,449.66,434.95,290.25,234.53,258.14,,2021,aartiindustries
18,Total Expenses,6008.34,5473.96,3842.25,3518.97,4085.64,,2021,aartiindustries
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",611.10,1526.80,664.55,676.18,621.97,,2021,aartiindustries
20,Exceptional Items,0.00,0.00,0.00,0.00,0.00,,2021,aartiindustries
21,Profit/Loss Before Tax,611.10,1526.80,664.55,676.18,621.97,,2021,aartiindustries
22,Tax Expenses-Continued Operations,,,,,,,2021,aartiindustries
23,Current Tax,107.35,268.12,116.03,118.13,136.65,,2021,aartiindustries
24,Less: MAT Credit Entitlement,40.92,75.88,9.80,7.09,38.79,,2021,aartiindustries
25,Deferred Tax,15.96,27.13,23.10,18.00,21.99,,2021,aartiindustries
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,2021,aartiindustries
27,Total Tax Expenses,65.87,219.38,129.33,129.42,117.80,,2021,aartiindustries
28,Profit/Loss After Tax And Before ExtraOrdinary Items,545.23,1307.42,535.22,546.76,504.17,,2021,aartiindustries
29,Profit/Loss From Continuing Operations,545.23,1307.42,535.22,546.76,504.17,,2021,aartiindustries
30,Profit/Loss For The Period,545.23,1307.42,535.22,546.76,504.17,,2021,aartiindustries
31,Minority Interest,0.00,-0.23,-11.75,-10.68,-12.44,,2021,aartiindustries
32,Consolidated Profit/Loss After MI And Associates,545.23,1307.19,523.47,536.08,491.73,,2021,aartiindustries
33,OTHER ADDITIONAL INFORMATION,,,,,,,2021,aartiindustries
34,EARNINGS PER SHARE,,,,,,,2021,aartiindustries
35,Basic EPS (Rs.),15.00,36.00,30.00,31.00,60.00,,2021,aartiindustries
36,Diluted EPS (Rs.),15.00,36.00,30.00,31.00,60.00,,2021,aartiindustries
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,2021,aartiindustries
38,Equity Share Dividend,90.63,126.88,46.65,108.24,47.38,,2021,aartiindustries
39,Tax On Dividend,0.00,0.00,0.00,21.87,9.23,,2021,aartiindustries
0,Profit & Loss account of Aarti Industries (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2022,aartiindustries
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2022,aartiindustries
2,INCOME,,,,,,,2022,aartiindustries
3,Revenue From Operations [Gross],7156.20,7017.08,4822.40,4539.63,4659.49,,2022,aartiindustries
4,Less: Excise/Sevice Tax/Other Levies,664.04,919.35,517.18,434.38,0.00,,2022,aartiindustries
5,Revenue From Operations [Net],6492.16,6097.73,4305.22,4105.25,4659.49,,2022,aartiindustries
6,Total Operating Revenues,6618.58,6999.96,4506.10,4186.31,4705.51,,2022,aartiindustries
7,Other Income,0.86,0.80,0.70,8.84,2.10,,2022,aartiindustries
8,Total Revenue,6619.44,7000.76,4506.80,4195.15,4707.61,,2022,aartiindustries
9,EXPENSES,,,,,,,2022,aartiindustries
10,Cost Of Materials Consumed,3462.03,3268.59,1937.56,1780.92,2570.51,,2022,aartiindustries
11,Purchase Of Stock-In Trade,313.94,286.51,244.24,274.65,183.47,,2022,aartiindustries
12,Operating And Direct Expenses,852.95,900.30,734.39,612.91,544.88,,2022,aartiindustries
13,Changes In Inventories Of FGWIP And Stock In Trade,65.70,-261.28,-53.25,0.75,-59.40,,2022,aartiindustries
14,Employee Benefit Expenses,385.33,442.08,371.38,305.22,242.82,,2022,aartiindustries
15,Finance Costs,168.28,114.29,86.37,124.78,182.54,,2022,aartiindustries
16,Depreciation And Amortisation Expenses,310.45,288.52,231.31,185.21,162.68,,2022,aartiindustries
17,Other Expenses,449.66,434.95,290.25,234.53,258.14,,2022,aartiindustries
18,Total Expenses,6008.34,5473.96,3842.25,3518.97,4085.64,,2022,aartiindustries
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",611.10,1526.80,664.55,676.18,621.97,,2022,aartiindustries
20,Exceptional Items,0.00,0.00,0.00,0.00,0.00,,2022,aartiindustries
21,Profit/Loss Before Tax,611.10,1526.80,664.55,676.18,621.97,,2022,aartiindustries
22,Tax Expenses-Continued Operations,,,,,,,2022,aartiindustries
23,Current Tax,107.35,268.12,116.03,118.13,136.65,,2022,aartiindustries
24,Less: MAT Credit Entitlement,40.92,75.88,9.80,7.09,38.79,,2022,aartiindustries
25,Deferred Tax,15.96,27.13,23.10,18.00,21.99,,2022,aartiindustries
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,2022,aartiindustries
27,Total Tax Expenses,65.87,219.38,129.33,129.42,117.80,,2022,aartiindustries
28,Profit/Loss After Tax And Before ExtraOrdinary Items,545.23,1307.42,535.22,546.76,504.17,,2022,aartiindustries
29,Profit/Loss From Continuing Operations,545.23,1307.42,535.22,546.76,504.17,,2022,aartiindustries
30,Profit/Loss For The Period,545.23,1307.42,535.22,546.76,504.17,,2022,aartiindustries
31,Minority Interest,0.00,-0.23,-11.75,-10.68,-12.44,,2022,aartiindustries
32,Consolidated Profit/Loss After MI And Associates,545.23,1307.19,523.47,536.08,491.73,,2022,aartiindustries
33,OTHER ADDITIONAL INFORMATION,,,,,,,2022,aartiindustries
34,EARNINGS PER SHARE,,,,,,,2022,aartiindustries
35,Basic EPS (Rs.),15.00,36.00,30.00,31.00,60.00,,2022,aartiindustries
36,Diluted EPS (Rs.),15.00,36.00,30.00,31.00,60.00,,2022,aartiindustries
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,2022,aartiindustries
38,Equity Share Dividend,90.63,126.88,46.65,108.24,47.38,,2022,aartiindustries
39,Tax On Dividend,0.00,0.00,0.00,21.87,9.23,,2022,aartiindustries
0,Profit & Loss account of Aarti Industries (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2023,aartiindustries
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2023,aartiindustries
2,INCOME,,,,,,,2023,aartiindustries
3,Revenue From Operations [Gross],7156.20,7017.08,4822.40,4539.63,4659.49,,2023,aartiindustries
4,Less: Excise/Sevice Tax/Other Levies,664.04,919.35,517.18,434.38,0.00,,2023,aartiindustries
5,Revenue From Operations [Net],6492.16,6097.73,4305.22,4105.25,4659.49,,2023,aartiindustries
6,Total Operating Revenues,6618.58,6999.96,4506.10,4186.31,4705.51,,2023,aartiindustries
7,Other Income,0.86,0.80,0.70,8.84,2.10,,2023,aartiindustries
8,Total Revenue,6619.44,7000.76,4506.80,4195.15,4707.61,,2023,aartiindustries
9,EXPENSES,,,,,,,2023,aartiindustries
10,Cost Of Materials Consumed,3462.03,3268.59,1937.56,1780.92,2570.51,,2023,aartiindustries
11,Purchase Of Stock-In Trade,313.94,286.51,244.24,274.65,183.47,,2023,aartiindustries
12,Operating And Direct Expenses,852.95,900.30,734.39,612.91,544.88,,2023,aartiindustries
13,Changes In Inventories Of FGWIP And Stock In Trade,65.70,-261.28,-53.25,0.75,-59.40,,2023,aartiindustries
14,Employee Benefit Expenses,385.33,442.08,371.38,305.22,242.82,,2023,aartiindustries
15,Finance Costs,168.28,114.29,86.37,124.78,182.54,,2023,aartiindustries
16,Depreciation And Amortisation Expenses,310.45,288.52,231.31,185.21,162.68,,2023,aartiindustries
17,Other Expenses,449.66,434.95,290.25,234.53,258.14,,2023,aartiindustries
18,Total Expenses,6008.34,5473.96,3842.25,3518.97,4085.64,,2023,aartiindustries
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",611.10,1526.80,664.55,676.18,621.97,,2023,aartiindustries
20,Exceptional Items,0.00,0.00,0.00,0.00,0.00,,2023,aartiindustries
21,Profit/Loss Before Tax,611.10,1526.80,664.55,676.18,621.97,,2023,aartiindustries
22,Tax Expenses-Continued Operations,,,,,,,2023,aartiindustries
23,Current Tax,107.35,268.12,116.03,118.13,136.65,,2023,aartiindustries
24,Less: MAT Credit Entitlement,40.92,75.88,9.80,7.09,38.79,,2023,aartiindustries
25,Deferred Tax,15.96,27.13,23.10,18.00,21.99,,2023,aartiindustries
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,2023,aartiindustries
27,Total Tax Expenses,65.87,219.38,129.33,129.42,117.80,,2023,aartiindustries
28,Profit/Loss After Tax And Before ExtraOrdinary Items,545.23,1307.42,535.22,546.76,504.17,,2023,aartiindustries
29,Profit/Loss From Continuing Operations,545.23,1307.42,535.22,546.76,504.17,,2023,aartiindustries
30,Profit/Loss For The Period,545.23,1307.42,535.22,546.76,504.17,,2023,aartiindustries
31,Minority Interest,0.00,-0.23,-11.75,-10.68,-12.44,,2023,aartiindustries
32,Consolidated Profit/Loss After MI And Associates,545.23,1307.19,523.47,536.08,491.73,,2023,aartiindustries
33,OTHER ADDITIONAL INFORMATION,,,,,,,2023,aartiindustries
34,EARNINGS PER SHARE,,,,,,,2023,aartiindustries
35,Basic EPS (Rs.),15.00,36.00,30.00,31.00,60.00,,2023,aartiindustries
36,Diluted EPS (Rs.),15.00,36.00,30.00,31.00,60.00,,2023,aartiindustries
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,2023,aartiindustries
38,Equity Share Dividend,90.63,126.88,46.65,108.24,47.38,,2023,aartiindustries
39,Tax On Dividend,0.00,0.00,0.00,21.87,9.23,,2023,aartiindustries
0,Profit & Loss account of Balrampur Chini Mills (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2018,balrampurchinimills
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2018,balrampurchinimills
2,INCOME,,,,,,,2018,balrampurchinimills
3,Revenue From Operations [Gross],4665.86,4773.26,4672.51,4462.59,4276.23,,2018,balrampurchinimills
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,2018,balrampurchinimills
5,Revenue From Operations [Net],4665.86,4773.26,4672.51,4462.59,4276.23,,2018,balrampurchinimills
6,Total Operating Revenues,4665.86,4846.03,4811.66,4741.29,4285.78,,2018,balrampurchinimills
7,Other Income,62.79,33.02,26.92,43.87,42.75,,2018,balrampurchinimills
8,Total Revenue,4728.65,4879.04,4838.58,4785.17,4328.52,,2018,balrampurchinimills
9,EXPENSES,,,,,,,2018,balrampurchinimills
10,Cost Of Materials Consumed,3419.40,3261.73,3511.86,3464.16,3595.41,,2018,balrampurchinimills
11,Purchase Of Stock-In Trade,0.00,0.00,0.00,0.00,0.00,,2018,balrampurchinimills
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,2018,balrampurchinimills
13,Changes In Inventories Of FGWIP And Stock In Trade,-10.16,194.42,-55.83,37.34,-538.36,,2018,balrampurchinimills
14,Employee Benefit Expenses,363.79,307.80,281.65,254.00,230.46,,2018,balrampurchinimills
15,Finance Costs,48.65,30.87,39.30,64.17,40.94,,2018,balrampurchinimills
16,Depreciation And Amortisation Expenses,129.50,113.86,111.88,101.42,95.85,,2018,balrampurchinimills
17,Other Expenses,380.79,382.38,360.14,303.84,309.20,,2018,balrampurchinimills
18,Total Expenses,4331.97,4291.06,4249.00,4224.91,3733.49,,2018,balrampurchinimills
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",396.68,587.98,589.58,560.25,595.03,,2018,balrampurchinimills
20,Exceptional Items,0.00,-1.20,0.00,0.00,0.00,,2018,balrampurchinimills
21,Profit/Loss Before Tax,396.68,586.78,589.58,560.25,595.03,,2018,balrampurchinimills
22,Tax Expenses-Continued Operations,,,,,,,2018,balrampurchinimills
23,Current Tax,69.42,114.66,102.60,97.10,128.48,,2018,balrampurchinimills
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,2018,balrampurchinimills
25,Deferred Tax,54.73,19.42,26.79,-48.40,-102.51,,2018,balrampurchinimills
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,2018,balrampurchinimills
27,Total Tax Expenses,124.15,134.08,129.39,48.71,25.97,,2018,balrampurchinimills
28,Profit/Loss After Tax And Before ExtraOrdinary Items,272.53,452.69,460.19,511.55,569.07,,2018,balrampurchinimills
29,Profit/Loss From Continuing Operations,272.53,452.69,460.19,511.55,569.07,,2018,balrampurchinimills
30,Profit/Loss For The Period,272.53,452.69,460.19,511.55,569.07,,2018,balrampurchinimills
31,Minority Interest,0.00,0.00,0.00,0.00,0.00,,2018,balrampurchinimills
32,Consolidated Profit/Loss After MI And Associates,284.17,464.64,479.79,519.35,575.82,,2018,balrampurchinimills
33,OTHER ADDITIONAL INFORMATION,,,,,,,2018,balrampurchinimills
34,EARNINGS PER SHARE,,,,,,,2018,balrampurchinimills
35,Basic EPS (Rs.),14.00,22.00,22.00,23.00,25.00,,2018,balrampurchinimills
36,Diluted EPS (Rs.),14.00,22.00,22.00,23.00,25.00,,2018,balrampurchinimills
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,2018,balrampurchinimills
38,Equity Share Dividend,50.84,51.01,52.50,55.00,57.11,,2018,balrampurchinimills
39,Tax On Dividend,0.00,0.00,0.00,11.31,11.74,,2018,balrampurchinimills
0,Profit & Loss account of Balrampur Chini Mills (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2019,balrampurchinimills
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2019,balrampurchinimills
2,INCOME,,,,,,,2019,balrampurchinimills
3,Revenue From Operations [Gross],4665.86,4773.26,4672.51,4462.59,4276.23,,2019,balrampurchinimills
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,2019,balrampurchinimills
5,Revenue From Operations [Net],4665.86,4773.26,4672.51,4462.59,4276.23,,2019,balrampurchinimills
6,Total Operating Revenues,4665.86,4846.03,4811.66,4741.29,4285.78,,2019,balrampurchinimills
7,Other Income,62.79,33.02,26.92,43.87,42.75,,2019,balrampurchinimills
8,Total Revenue,4728.65,4879.04,4838.58,4785.17,4328.52,,2019,balrampurchinimills
9,EXPENSES,,,,,,,2019,balrampurchinimills
10,Cost Of Materials Consumed,3419.40,3261.73,3511.86,3464.16,3595.41,,2019,balrampurchinimills
11,Purchase Of Stock-In Trade,0.00,0.00,0.00,0.00,0.00,,2019,balrampurchinimills
12,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,,2019,balrampurchinimills
13,Changes In Inventories Of FGWIP And Stock In Trade,-10.16,194.42,-55.83,37.34,-538.36,,2019,balrampurchinimills
14,Employee Benefit Expenses,363.79,307.80,281.65,254.00,230.46,,2019,balrampurchinimills
15,Finance Costs,48.65,30.87,39.30,64.17,40.94,,2019,balrampurchinimills
16,Depreciation And Amortisation Expenses,129.50,113.86,111.88,101.42,95.85,,2019,balrampurchinimills
17,Other Expenses,380.79,382.38,360.14,303.84,309.20,,2019,balrampurchinimills
18,Total Expenses,4331.97,4291.06,4249.00,4224.91,3733.49,,2019,balrampurchinimills
19,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",396.68,587.98,589.58,560.25,595.03,,2019,balrampurchinimills
20,Exceptional Items,0.00,-1.20,0.00,0.00,0.00,,2019,balrampurchinimills
21,Profit/Loss Before Tax,396.68,586.78,589.58,560.25,595.03,,2019,balrampurchinimills
22,Tax Expenses-Continued Operations,,,,,,,2019,balrampurchinimills
23,Current Tax,69.42,114.66,102.60,97.10,128.48,,2019,balrampurchinimills
24,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,,2019,balrampurchinimills
25,Deferred Tax,54.73,19.42,26.79,-48.40,-102.51,,2019,balrampurchinimills
26,Other Direct Taxes,0.00,0.00,0.00,0.00,0.00,,2019,balrampurchinimills
27,Total Tax Expenses,124.15,134.08,129.39,48.71,25.97,,2019,balrampurchinimills
28,Profit/Loss After Tax And Before ExtraOrdinary Items,272.53,452.69,460.19,511.55,569.07,,2019,balrampurchinimills
29,Profit/Loss From Continuing Operations,272.53,452.69,460.19,511.55,569.07,,2019,balrampurchinimills
30,Profit/Loss For The Period,272.53,452.69,460.19,511.55,569.07,,2019,balrampurchinimills
31,Minority Interest,0.00,0.00,0.00,0.00,0.00,,2019,balrampurchinimills
32,Consolidated Profit/Loss After MI And Associates,284.17,464.64,479.79,519.35,575.82,,2019,balrampurchinimills
33,OTHER ADDITIONAL INFORMATION,,,,,,,2019,balrampurchinimills
34,EARNINGS PER SHARE,,,,,,,2019,balrampurchinimills
35,Basic EPS (Rs.),14.00,22.00,22.00,23.00,25.00,,2019,balrampurchinimills
36,Diluted EPS (Rs.),14.00,22.00,22.00,23.00,25.00,,2019,balrampurchinimills
37,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,,2019,balrampurchinimills
38,Equity Share Dividend,50.84,51.01,52.50,55.00,57.11,,2019,balrampurchinimills
39,Tax On Dividend,0.00,0.00,0.00,11.31,11.74,,2019,balrampurchinimills
0,Profit & Loss account of Balrampur Chini Mills (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,2020,balrampurchinimills
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,2020,balrampurchinimills
2,INCOME,,,,,,,2020,balrampurchinimills
3,Revenue From Operations [Gross],4665.86,4773.26,4672.51,4462.59,4276.23,,2020,balrampurchinimills
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,,2020,balrampurchinimills
5,Revenue From Operations [Net],4665.86,4773.26,4672.51,4462.59,4276.23,,2020,balrampurchinimills
