,0,1,2,3,Stock,4,5,6
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,adityabirlacapital,--,--,
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,adityabirlacapital,--,--,
0,Yearly Results of Aditya Birla Fashion & Retail (in Rs. Cr.),Mar '23,Mar '22,Mar '21,adityabirlafashionretail,Mar '20,Mar '19,
1,Net Sales/Income from operations,12417.90,8136.22,5168.92,adityabirlafashionretail,8787.86,8117.72,
2,Other Operating Income,--,--,--,adityabirlafashionretail,--,--,
3,Total Income From Operations,12417.90,8136.22,5168.92,adityabirlafashionretail,8787.86,8117.72,
4,EXPENDITURE,,,,adityabirlafashionretail,,,
5,Consumption of Raw Materials,1245.88,867.18,421.25,adityabirlafashionretail,785.59,604.21,
6,Purchase of Traded Goods,5546.76,3793.42,1526.72,adityabirlafashionretail,3800.77,3549.26,
7,Increase/Decrease in Stocks,-1240.66,-940.43,614.99,adityabirlafashionretail,-362.21,-228.50,
8,Power & Fuel,--,--,--,adityabirlafashionretail,--,--,
9,Employees Cost,1563.36,1158.53,865.39,adityabirlafashionretail,1080.53,913.02,
10,Depreciation,1226.96,997.03,962.75,adityabirlafashionretail,885.31,282.33,
11,Excise Duty,--,--,--,adityabirlafashionretail,--,--,
12,Admin. And Selling Expenses,--,--,--,adityabirlafashionretail,--,--,
13,R & D Expenses,--,--,--,adityabirlafashionretail,--,--,
14,Provisions And Contingencies,--,--,--,adityabirlafashionretail,--,--,
15,Exp. Capitalised,--,--,--,adityabirlafashionretail,--,--,
16,Other Expenses,3808.98,2157.60,1185.82,adityabirlafashionretail,2271.35,2725.66,
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",266.62,102.89,-408.00,adityabirlafashionretail,326.52,271.74,
18,Other Income,116.46,100.55,73.40,adityabirlafashionretail,65.30,64.78,
19,"P/L Before Int., Excpt. Items & Tax",383.08,203.44,-334.60,adityabirlafashionretail,391.82,336.52,
20,Interest,472.36,350.71,502.60,adityabirlafashionretail,424.71,187.42,
21,P/L Before Exceptional Items & Tax,-89.28,-147.27,-837.20,adityabirlafashionretail,-32.89,149.10,
22,Exceptional Items,--,--,--,adityabirlafashionretail,--,--,
23,P/L Before Tax,-89.28,-147.27,-837.20,adityabirlafashionretail,-32.89,149.10,
24,Tax,-22.97,-26.57,-101.54,adityabirlafashionretail,132.13,-172.12,
25,P/L After Tax from Ordinary Activities,-66.31,-120.70,-735.66,adityabirlafashionretail,-165.02,321.22,
26,Prior Year Adjustments,--,--,--,adityabirlafashionretail,--,--,
27,Extra Ordinary Items,--,--,--,adityabirlafashionretail,--,--,
28,Net Profit/(Loss) For the Period,-66.31,-120.70,-735.66,adityabirlafashionretail,-165.02,321.22,
29,Minority Interest,23.47,9.64,63.49,adityabirlafashionretail,2.01,--,
30,Share Of P/L Of Associates,6.84,2.34,-0.34,adityabirlafashionretail,--,--,
31,Net P/L After M.I & Associates,-36.00,-108.72,-672.51,adityabirlafashionretail,-163.01,321.22,
32,Equity Share Capital,948.79,938.29,915.05,adityabirlafashionretail,773.95,773.48,
33,Reserves Excluding Revaluation Reserves,2394.50,1774.95,1681.09,adityabirlafashionretail,249.77,627.68,
34,Equity Dividend Rate (%),--,--,--,adityabirlafashionretail,--,--,
35,EPS Before Extra Ordinary,,,,adityabirlafashionretail,,,
36,Basic EPS,-0.38,-1.18,-8.23,adityabirlafashionretail,-2.11,4.15,
37,Diluted EPS,-0.38,-1.18,-8.23,adityabirlafashionretail,-2.10,4.15,
38,EPS After Extra Ordinary,,,,adityabirlafashionretail,,,
39,Basic EPS.,-0.38,-1.18,-8.23,adityabirlafashionretail,-2.11,4.15,
40,Diluted EPS.,-0.38,-1.18,-8.23,adityabirlafashionretail,-2.10,4.15,
41,Public Share Holding,,,,adityabirlafashionretail,,,
42,No Of Shares (Crores),--,--,--,adityabirlafashionretail,--,--,
43,Share Holding (%),--,--,--,adityabirlafashionretail,--,--,
44,Promoters and Promoter Group Shareholding,,,,adityabirlafashionretail,,,
45,a) Pledged/Encumbered,,,,adityabirlafashionretail,,,
46,- Number of shares (Crores),--,--,--,adityabirlafashionretail,--,--,
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,adityabirlafashionretail,--,--,
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,adityabirlafashionretail,--,--,
49,b) Non-encumbered,,,,adityabirlafashionretail,,,
50,- Number of shares (Crores).,--,--,--,adityabirlafashionretail,--,--,
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,adityabirlafashionretail,--,--,
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,adityabirlafashionretail,--,--,
0,Yearly Results of Alkem Laboratories (in Rs. Cr.),Mar '23,Mar '22,Mar '21,alkemlaboratories,Mar '20,Mar '19,
1,Net Sales/Income from operations,11599.26,10634.19,8865.01,alkemlaboratories,8344.36,7357.19,
2,Other Operating Income,--,--,--,alkemlaboratories,--,--,
3,Total Income From Operations,11599.26,10634.19,8865.01,alkemlaboratories,8344.36,7357.19,
4,EXPENDITURE,,,,alkemlaboratories,,,
5,Consumption of Raw Materials,3056.92,3226.06,2394.54,alkemlaboratories,2131.83,1811.14,
6,Purchase of Traded Goods,1387.55,1489.71,1437.76,alkemlaboratories,1443.06,1130.19,
7,Increase/Decrease in Stocks,462.37,-535.48,-333.84,alkemlaboratories,-229.95,3.64,
8,Power & Fuel,--,--,--,alkemlaboratories,--,--,
9,Employees Cost,2131.35,1962.71,1621.03,alkemlaboratories,1505.49,1362.46,
10,Depreciation,310.42,303.96,274.58,alkemlaboratories,252.76,193.18,
11,Excise Duty,--,--,--,alkemlaboratories,--,--,
12,Admin. And Selling Expenses,--,--,--,alkemlaboratories,--,--,
13,R & D Expenses,--,--,--,alkemlaboratories,--,--,
14,Provisions And Contingencies,--,--,--,alkemlaboratories,--,--,
15,Exp. Capitalised,--,--,--,alkemlaboratories,--,--,
16,Other Expenses,2951.62,2438.27,1803.13,alkemlaboratories,2020.54,1934.99,
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",1299.03,1748.96,1667.81,alkemlaboratories,1220.63,921.59,
18,Other Income,216.08,162.65,233.21,alkemlaboratories,104.22,87.70,
19,"P/L Before Int., Excpt. Items & Tax",1515.11,1911.61,1901.02,alkemlaboratories,1324.85,1009.29,
20,Interest,107.36,52.37,58.92,alkemlaboratories,65.06,54.63,
21,P/L Before Exceptional Items & Tax,1407.75,1859.24,1842.10,alkemlaboratories,1259.79,954.66,
22,Exceptional Items,-102.98,-14.96,--,alkemlaboratories,--,--,
23,P/L Before Tax,1304.77,1844.28,1842.10,alkemlaboratories,1259.79,954.66,
24,Tax,297.96,163.96,224.33,alkemlaboratories,110.48,181.02,
25,P/L After Tax from Ordinary Activities,1006.81,1680.32,1617.77,alkemlaboratories,1149.31,773.64,
26,Prior Year Adjustments,--,--,--,alkemlaboratories,--,--,
27,Extra Ordinary Items,--,--,--,alkemlaboratories,--,--,
28,Net Profit/(Loss) For the Period,1006.81,1680.32,1617.77,alkemlaboratories,1149.31,773.64,
29,Minority Interest,-22.64,-34.70,-32.75,alkemlaboratories,-22.24,-13.13,
30,Share Of P/L Of Associates,--,--,--,alkemlaboratories,--,--,
31,Net P/L After M.I & Associates,984.17,1645.62,1585.02,alkemlaboratories,1127.07,760.51,
32,Equity Share Capital,23.91,23.91,23.91,alkemlaboratories,23.91,23.91,
33,Reserves Excluding Revaluation Reserves,9021.38,8613.99,7351.70,alkemlaboratories,6135.40,5415.43,
34,Equity Dividend Rate (%),--,--,--,alkemlaboratories,--,--,
35,EPS Before Extra Ordinary,,,,alkemlaboratories,,,
36,Basic EPS,82.31,137.63,132.57,alkemlaboratories,94.26,63.61,
37,Diluted EPS,82.31,137.63,132.57,alkemlaboratories,94.26,63.61,
38,EPS After Extra Ordinary,,,,alkemlaboratories,,,
39,Basic EPS.,82.31,137.63,132.57,alkemlaboratories,94.26,63.61,
40,Diluted EPS.,82.31,137.63,132.57,alkemlaboratories,94.26,63.61,
41,Public Share Holding,,,,alkemlaboratories,,,
42,No Of Shares (Crores),--,--,--,alkemlaboratories,--,--,
43,Share Holding (%),--,--,--,alkemlaboratories,--,--,
44,Promoters and Promoter Group Shareholding,,,,alkemlaboratories,,,
45,a) Pledged/Encumbered,,,,alkemlaboratories,,,
46,- Number of shares (Crores),--,--,--,alkemlaboratories,--,--,
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,alkemlaboratories,--,--,
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,alkemlaboratories,--,--,
49,b) Non-encumbered,,,,alkemlaboratories,,,
50,- Number of shares (Crores).,--,--,--,alkemlaboratories,--,--,
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,alkemlaboratories,--,--,
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,alkemlaboratories,--,--,
0,Yearly Results of Ambuja Cements (in Rs. Cr.),Dec '22,Dec '21,Dec '20,ambujacements,Dec '19,Dec '18,
1,Net Sales/Income from operations,30982.83,28965.46,24516.17,ambujacements,27103.55,26040.94,
2,Other Operating Income,--,--,--,ambujacements,--,--,
3,Total Income From Operations,30982.83,28965.46,24516.17,ambujacements,27103.55,26040.94,
4,EXPENDITURE,,,,ambujacements,,,
5,Consumption of Raw Materials,3715.83,3183.41,2532.87,ambujacements,3231.22,3346.50,
6,Purchase of Traded Goods,393.25,309.21,334.92,ambujacements,308.82,89.22,
7,Increase/Decrease in Stocks,-401.45,-530.34,256.45,ambujacements,143.64,-201.72,
8,Power & Fuel,--,6787.52,4827.64,ambujacements,5722.19,5552.47,
9,Employees Cost,1469.26,1529.15,1540.40,ambujacements,1570.75,1524.37,
10,Depreciation,1292.34,1152.49,1161.78,ambujacements,1152.52,1153.94,
11,Excise Duty,--,--,--,ambujacements,--,--,
12,Admin. And Selling Expenses,--,--,--,ambujacements,--,--,
13,R & D Expenses,--,--,--,ambujacements,--,--,
14,Provisions And Contingencies,--,--,--,ambujacements,--,--,
15,Exp. Capitalised,--,--,--,ambujacements,--,--,
16,Other Expenses,21923.96,11476.11,10018.32,ambujacements,11529.94,11719.31,
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",2589.64,5057.91,3843.79,ambujacements,3444.47,2856.85,
18,Other Income,456.74,352.44,449.59,ambujacements,580.74,371.44,
19,"P/L Before Int., Excpt. Items & Tax",3046.38,5410.35,4293.38,ambujacements,4025.21,3228.29,
20,Interest,157.61,145.66,140.22,ambujacements,169.87,170.50,
21,P/L Before Exceptional Items & Tax,2888.77,5264.69,4153.16,ambujacements,3855.34,3057.79,
22,Exceptional Items,-171.91,-120.45,-176.01,ambujacements,--,-151.78,
23,P/L Before Tax,2716.86,5144.24,3977.15,ambujacements,3855.34,2906.01,
24,Tax,479.52,1453.43,884.75,ambujacements,1092.15,-54.15,
25,P/L After Tax from Ordinary Activities,2237.34,3690.81,3092.40,ambujacements,2763.19,2960.16,
26,Prior Year Adjustments,--,--,--,ambujacements,--,--,
27,Extra Ordinary Items,--,--,--,ambujacements,--,--,
28,Net Profit/(Loss) For the Period,2237.34,3690.81,3092.40,ambujacements,2763.19,2960.16,
29,Minority Interest,-322.62,-930.66,-741.40,ambujacements,-688.16,-795.29,
30,Share Of P/L Of Associates,23.74,20.23,14.44,ambujacements,19.97,12.53,
31,Net P/L After M.I & Associates,1938.46,2780.38,2365.44,ambujacements,2095.00,2177.40,
32,Equity Share Capital,397.13,397.13,397.13,ambujacements,397.13,397.13,
33,Reserves Excluding Revaluation Reserves,25649.64,24956.61,22360.47,ambujacements,23680.86,21973.35,
34,Equity Dividend Rate (%),--,--,--,ambujacements,--,--,
35,EPS Before Extra Ordinary,,,,ambujacements,,,
36,Basic EPS,9.76,14.00,11.91,ambujacements,10.55,10.97,
37,Diluted EPS,9.56,14.00,11.91,ambujacements,10.55,10.96,
38,EPS After Extra Ordinary,,,,ambujacements,,,
39,Basic EPS.,9.76,14.00,11.91,ambujacements,10.55,10.97,
40,Diluted EPS.,9.56,14.00,11.91,ambujacements,10.55,10.96,
41,Public Share Holding,,,,ambujacements,,,
42,No Of Shares (Crores),--,--,--,ambujacements,--,--,
43,Share Holding (%),--,--,--,ambujacements,--,--,
44,Promoters and Promoter Group Shareholding,,,,ambujacements,,,
45,a) Pledged/Encumbered,,,,ambujacements,,,
46,- Number of shares (Crores),--,--,--,ambujacements,--,--,
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,ambujacements,--,--,
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,ambujacements,--,--,
49,b) Non-encumbered,,,,ambujacements,,,
50,- Number of shares (Crores).,--,--,--,ambujacements,--,--,
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,ambujacements,--,--,
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,ambujacements,--,--,
0,Yearly Results of Apollo Tyres (in Rs. Cr.),Mar '23,Mar '22,Mar '21,apollotyres,Mar '20,Mar '19,
1,Net Sales/Income from operations,24568.13,20947.58,16954.61,apollotyres,16096.49,17273.39,
2,Other Operating Income,--,--,442.39,apollotyres,230.50,275.45,
3,Total Income From Operations,24568.13,20947.58,17397.00,apollotyres,16327.00,17548.84,
4,EXPENDITURE,,,,apollotyres,,,
5,Consumption of Raw Materials,12261.96,10955.43,7065.30,apollotyres,7049.83,8614.30,
6,Purchase of Traded Goods,2678.27,2206.03,2009.34,apollotyres,1834.11,1982.56,
7,Increase/Decrease in Stocks,-303.18,-775.96,319.87,apollotyres,191.65,-470.39,
8,Power & Fuel,--,--,--,apollotyres,--,--,
9,Employees Cost,2619.92,2574.24,2513.37,apollotyres,2482.20,2456.21,
10,Depreciation,1419.14,1399.67,1314.95,apollotyres,1138.12,812.67,
11,Excise Duty,--,--,--,apollotyres,--,--,
12,Admin. And Selling Expenses,--,--,--,apollotyres,--,--,
13,R & D Expenses,--,--,--,apollotyres,--,--,
14,Provisions And Contingencies,--,--,--,apollotyres,--,--,
15,Exp. Capitalised,--,--,--,apollotyres,--,--,
16,Other Expenses,3997.50,3413.74,2691.66,apollotyres,2853.69,3007.52,
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",1894.51,1174.43,1482.51,apollotyres,777.40,1145.96,
18,Other Income,41.09,123.48,129.38,apollotyres,46.88,123.12,
19,"P/L Before Int., Excpt. Items & Tax",1935.60,1297.91,1611.90,apollotyres,824.27,1269.08,
20,Interest,531.24,444.42,442.96,apollotyres,280.83,181.07,
21,P/L Before Exceptional Items & Tax,1404.37,853.49,1168.93,apollotyres,543.44,1088.01,
22,Exceptional Items,22.58,-5.91,-607.74,apollotyres,--,-200.00,
23,P/L Before Tax,1426.95,847.58,561.19,apollotyres,543.44,888.01,
24,Tax,322.55,209.07,211.00,apollotyres,67.04,208.29,
25,P/L After Tax from Ordinary Activities,1104.39,638.50,350.19,apollotyres,476.40,679.72,
26,Prior Year Adjustments,--,--,--,apollotyres,--,--,
27,Extra Ordinary Items,--,--,--,apollotyres,--,--,
28,Net Profit/(Loss) For the Period,1104.39,638.50,350.19,apollotyres,476.40,679.72,
29,Minority Interest,--,--,--,apollotyres,--,--,
30,Share Of P/L Of Associates,0.24,0.10,0.03,apollotyres,0.00,0.12,
31,Net P/L After M.I & Associates,1104.64,638.60,350.21,apollotyres,476.40,679.84,
32,Equity Share Capital,63.51,63.51,63.51,apollotyres,57.21,57.21,
33,Reserves Excluding Revaluation Reserves,12814.27,11688.62,11379.62,apollotyres,9872.81,9982.61,
34,Equity Dividend Rate (%),--,--,--,apollotyres,--,--,
35,EPS Before Extra Ordinary,,,,apollotyres,,,
36,Basic EPS,17.39,10.06,5.68,apollotyres,8.33,11.88,
37,Diluted EPS,17.39,10.06,5.68,apollotyres,8.33,11.88,
38,EPS After Extra Ordinary,,,,apollotyres,,,
39,Basic EPS.,17.39,10.06,5.68,apollotyres,8.33,11.88,
40,Diluted EPS.,17.39,10.06,5.68,apollotyres,8.33,11.88,
41,Public Share Holding,,,,apollotyres,,,
42,No Of Shares (Crores),--,--,--,apollotyres,--,--,
43,Share Holding (%),--,--,--,apollotyres,--,--,
44,Promoters and Promoter Group Shareholding,,,,apollotyres,,,
45,a) Pledged/Encumbered,,,,apollotyres,,,
46,- Number of shares (Crores),--,--,--,apollotyres,--,--,
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,apollotyres,--,--,
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,apollotyres,--,--,
49,b) Non-encumbered,,,,apollotyres,,,
50,- Number of shares (Crores).,--,--,--,apollotyres,--,--,
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,apollotyres,--,--,
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,apollotyres,--,--,
0,Yearly Results of Ashok Leyland (in Rs. Cr.),Mar '23,Mar '22,Mar '21,ashokleyland,Mar '20,Mar '19,
1,Net Sales/Income from operations,41488.30,26110.26,19377.76,ashokleyland,21951.27,33196.84,
2,Other Operating Income,184.30,126.89,76.34,ashokleyland,--,--,
3,Total Income From Operations,41672.60,26237.15,19454.10,ashokleyland,21951.27,33196.84,
4,EXPENDITURE,,,,ashokleyland,,,
5,Consumption of Raw Materials,28272.18,16619.60,11768.86,ashokleyland,11164.38,21680.55,
6,Purchase of Traded Goods,1176.21,945.42,807.62,ashokleyland,874.38,837.48,
7,Increase/Decrease in Stocks,-629.49,48.24,-529.10,ashokleyland,1307.16,-919.42,
8,Power & Fuel,--,--,--,ashokleyland,--,--,
9,Employees Cost,3234.38,2616.76,2159.43,ashokleyland,2190.27,2639.85,
10,Depreciation,900.22,865.96,835.62,ashokleyland,749.99,675.56,
11,Excise Duty,--,--,--,ashokleyland,--,--,
12,Admin. And Selling Expenses,--,--,--,ashokleyland,--,--,
13,R & D Expenses,--,--,--,ashokleyland,--,--,
14,Provisions And Contingencies,--,--,--,ashokleyland,--,--,
15,Exp. Capitalised,--,--,--,ashokleyland,--,--,
16,Other Expenses,4526.42,3241.89,2784.85,ashokleyland,3181.72,4048.38,
17,"P/L Before Other Inc., Int., Excpt. Items & Tax",4192.68,1899.28,1626.82,ashokleyland,2483.37,4234.44,
18,Other Income,110.77,86.81,131.16,ashokleyland,107.83,128.06,
19,"P/L Before Int., Excpt. Items & Tax",4303.45,1986.09,1757.98,ashokleyland,2591.20,4362.50,
20,Interest,2093.50,1869.05,1900.64,ashokleyland,1801.65,1502.24,
21,P/L Before Exceptional Items & Tax,2209.95,117.04,-142.66,ashokleyland,789.55,2860.26,
22,Exceptional Items,47.89,-324.15,76.08,ashokleyland,-53.28,0.12,
23,P/L Before Tax,2257.84,-207.11,-66.58,ashokleyland,736.27,2860.38,
24,Tax,906.93,85.86,2.52,ashokleyland,279.36,677.06,
25,P/L After Tax from Ordinary Activities,1350.91,-292.97,-69.10,ashokleyland,456.91,2183.32,
26,Prior Year Adjustments,--,--,--,ashokleyland,--,--,
27,Extra Ordinary Items,--,--,--,ashokleyland,--,--,
28,Net Profit/(Loss) For the Period,1350.91,-292.97,-69.10,ashokleyland,456.91,2183.32,
29,Minority Interest,-120.85,-73.16,-95.63,ashokleyland,-123.13,-115.90,
30,Share Of P/L Of Associates,10.75,7.52,-0.50,ashokleyland,2.89,11.28,
31,Net P/L After M.I & Associates,1240.81,-358.61,-165.23,ashokleyland,336.67,2078.70,
32,Equity Share Capital,293.61,293.55,293.55,ashokleyland,293.55,293.55,
33,Reserves Excluding Revaluation Reserves,8217.82,6968.86,7568.47,ashokleyland,7469.59,8442.91,
34,Equity Dividend Rate (%),--,--,--,ashokleyland,--,--,
35,EPS Before Extra Ordinary,,,,ashokleyland,,,
36,Basic EPS,4.23,-1.22,-0.56,ashokleyland,1.15,7.08,
37,Diluted EPS,4.22,-1.22,-0.56,ashokleyland,1.15,7.08,
38,EPS After Extra Ordinary,,,,ashokleyland,,,
39,Basic EPS.,4.23,-1.22,-0.56,ashokleyland,1.15,7.08,
40,Diluted EPS.,4.22,-1.22,-0.56,ashokleyland,1.15,7.08,
41,Public Share Holding,,,,ashokleyland,,,
42,No Of Shares (Crores),--,--,--,ashokleyland,--,--,
43,Share Holding (%),--,--,--,ashokleyland,--,--,
44,Promoters and Promoter Group Shareholding,,,,ashokleyland,,,
45,a) Pledged/Encumbered,,,,ashokleyland,,,
46,- Number of shares (Crores),--,--,--,ashokleyland,--,--,
47,- Per. of shares (as a % of the total sh. of prom. and promoter group),--,--,--,ashokleyland,--,--,
48,- Per. of shares (as a % of the total Share Cap. of the company),--,--,--,ashokleyland,--,--,
49,b) Non-encumbered,,,,ashokleyland,,,
50,- Number of shares (Crores).,--,--,--,ashokleyland,--,--,
51,- Per. of shares (as a % of the total sh. of prom. and promoter group).,--,--,--,ashokleyland,--,--,
52,- Per. of shares (as a % of the total Share Cap. of the company).,--,--,--,ashokleyland,--,--,
0,Yearly Results of Asian Paints (in Rs. Cr.),Mar '23,Mar '22,Mar '21,asianpaints,Mar '20,Mar '19,
1,Net Sales/Income from operations,34367.83,28923.48,21712.79,asianpaints,20211.25,19341.52,
2,Other Operating Income,120.76,177.80,--,asianpaints,--,--,
3,Total Income From Operations,34488.59,29101.28,21712.79,asianpaints,20211.25,19341.52,
4,EXPENDITURE,,,,asianpaints,,,
5,Consumption of Raw Materials,17330.58,16254.59,10317.09,asianpaints,10091.78,10356.70,
6,Purchase of Traded Goods,4135.65,3371.13,1872.58,asianpaints,1530.83,1278.93,
