,date,heading,text,SourceTag
21,"September 28, 2023 10:33 AM IST",Shift in household savings from financial to physical savings is not a bad thing: Sanjeev Sanyal,"If the financial system wants to attract these people back, then it needs to find ways of getting them better insurance products, better savings products, says the Economic Advisory Council member.",economy_news2
22,"September 28, 2023 10:19 AM IST",RBI likely selling dollars to prevent rupee from falling to record low: Traders,"The Reserve Bank of India also likely supplied dollars in the non-deliverable forward market before the spot market opened, five traders said.",economy_news2
23,"September 28, 2023 09:24 AM IST","Finally, there’s more money than fools in China","The Chinese have been hoarding cash since the pandemic. But this behaviour had started as early as 2018. Their preference for buying investment products, such as stocks, bonds and trusts, has been on a steady decline since the 2015 stock market crash",economy_news2
24,"September 28, 2023 09:27 AM IST",Rupee trades flat ahead of FTSE Russell's India decision,"FTSE Russell's will announce today its decision on India's inclusion in the emerging markets government bond index. The inclusion can drive the rupee towards 82.90 to 83, analysts have said",economy_news2
0,"September 28, 2023 09:12 AM IST",Women want to know how a politician will improve their lives: Former MP Sushmita Dev,"The Trinamool Congress leader noted that women have unique expectations from the government, which are very different from those of men.",economy_news3
1,"September 28, 2023 08:10 AM IST",Only marginal credit rating gain for India from JP Morgan bond index inclusion: Fitch,"India's sovereign financing costs are currently less affected by external factors due to strong domestic financing, but this could change if non-resident holdings increase and fiscal metrics weaken, Fitch report said.",economy_news3
2,"September 28, 2023 09:13 AM IST",'Parties must inspire women to be involved in politics for reservation Bill to succeed',Women should not be restricted to soft positions in politics said CSDS Director Sanjay Kumar.,economy_news3
3,"September 28, 2023 10:30 AM IST",MC Exclusive: Govt considering Tesla's request for benefits to set up testing hub,"Though setting up destructive testing for specific components and testing tracks for Tesla cars are cost- and skillset-intensive initiatives, they could benefit India and the automobile ecosystem in terms of technology and innovation.",economy_news3
4,"September 28, 2023 07:09 AM IST",Women’s Bill may have to wait till 2034 elections to come in force,"Sanjay Kumar, director at the Centre for the Study of Developing Societies (CSDS), noted that to complete the process of delimitation, the government will have to wait for 2031 census data that may be available only in 2033",economy_news3
5,"September 28, 2023 06:35 PM IST",CareEdge enters sovereign ratings biz with eye on emerging market issues,"CareEdge's sovereign ratings will broadly follow the methodology of the global agencies, but will look to capture the nuances of emerging economies, such as the size of an economy, investment-to-GDP ratio, and per capita income in Purchasing Power Parity terms",economy_news3
6,"September 27, 2023 04:15 PM IST",Improving data quality a prerequisite for regulating states' off-budget borrowing,"If such data were to become available, markets could more effectively reward or punish governments at the Centre and states for their borrowing behaviours",economy_news3
7,"September 27, 2023 03:37 PM IST",Moneycontrol Pro Panorama | SME frenzy,"In this edition of Moneycontrol Pro Panorama: AIADMK has more to lose after snapping alliance, Mankind Pharma consistently outperforms, BJP's OBC support on shaky ground, economic tracker points to a rise in consumer sentiment, and more",economy_news3
8,"September 27, 2023 03:14 PM IST","EU’s carbon adjustment mechanism has right intent, but developed world must help: Jindal Steel MD","For a very long time, the developed world has developed in a carbon-intensive manner. It should develop in a manner that it is not carbon-intensive, and so help must come from the developed world, says Bimlendra Jha. India has far greater possibility to leverage the opportunity, he added.",economy_news3
9,"September 27, 2023 09:55 PM IST",Exclusive: India mulls steps to insulate bond markets from any abrupt outflows post index inclusion,The addition of Indian government bonds in JPMorgan's global indices in June is expected to bring in billions of dollars. The authorities are nevertheless concerned about the impact of possible large outflows,economy_news3
10,"September 27, 2023 02:17 PM IST",Indian lenders step up fundraising via infrastructure bonds as spending rises,"Banks have raised 310 billion rupees ($3.73 billion) via infrastructure bonds in the first six months of this financial year, already surpassing last year's total of 296 billion rupees, according to data compiled by Reuters.",economy_news3
11,"September 27, 2023 02:13 PM IST",India not planning tax changes to aid bond inclusion on global indexes: Govt source,"JPMorgan's decision last week to include India in its emerging market bond index from June 2024 is likely to bring in around $25 billion, as per analysts' estimates.",economy_news3
12,"September 27, 2023 01:31 PM IST","In talks with US, hope to restore India’s GSP tariff benefits by 2024: IACC President Bhasin","Earlier in 2023, the two countries had resolved all seven trade disputes between them at the World Trade Organisation.",economy_news3
13,"September 27, 2023 01:00 PM IST",It won’t hurt the American automakers to share that buyback bounty,It is hard for car companies to argue with unions about controlling costs to help with the transition to electric vehicles when they are returning billions of dollars to investors,economy_news3
14,"September 27, 2023 11:56 AM IST","Simplify whole system of business taxation, says NITI Aayog member Arvind Virmani","Arvind Virmani further said that he is hearing from large corporations that faceless assessment sometimes can mean a kind of ignorance, because business by itself requires judgments of every expenditure.",economy_news3
15,"September 27, 2023 11:39 AM IST",LEX | Disney/Comcast: tug of war for Hulu ropes in House of Mouse,Under 2019 agreement both companies agreed that either side could initiate a sale or purchase of all of company from January 2024,economy_news3
16,"September 27, 2023 11:31 AM IST",How China can avoid the Japan trap,Income needs to accrue to those who will spend it — but this will require redistribution on a significant scale,economy_news3
17,"September 27, 2023 11:05 AM IST","Morgan Stanley raises Infosys, TCS, HCL Tech target prices; check the ratings","The global brokerage firm foresees high long term revenue growth and margin improvement for TCS, Infosys and HCL Tech and other IT firms",economy_news3
18,"September 27, 2023 10:05 AM IST","India's ""activist"" RBI to temper rupee, bond gains post index inclusion: JPMorgan's Jahangir Aziz","""Investors assuming that the inflows will lead to an appreciation in the rupee and a decline in yields seem to have forgotten that they live in a country which has one of the most activist central banks,"" Jahangir Aziz said in an interview.",economy_news3
19,"September 27, 2023 09:46 AM IST",US anti-trust regulators aren't wrong about Amazon market dominance,The US FTC says the Amazon algorithm prioritises sellers that store their goods in Amazon warehouses and use Amazon trucks. The fees to do so have increased by an estimated 30% since 2020. Third-party sellers have allegedlt little choice given Amazon’s extreme dominance of e-commerce marketplaces — around 70%  in the US,economy_news3
20,"September 27, 2023 09:33 AM IST",Microsoft buying Nintendo would have been a disaster,"It’s tricky to imagine a greater clash of cultures: Nintendo executives famously cut their own salaries rather than lay off workers while Microsoft just laid off 10,000 workers earlier this year, before reporting record revenue. Microsoft has a decades-long history of seemingly smart but ultimately poorly managed acquisitions, from Skype to Nokia",economy_news3
21,"September 27, 2023 09:26 AM IST","Rupee opens flat against dollar yet again, Asian currencies decline","The rupee is again nearing all-time lows due to month-end dollar demand, rising crude and continuous capital outflows due to FII selling",economy_news3
22,"September 27, 2023 08:30 AM IST",India’s supply side capable of handling sustained 8% GDP growth: Sanjeev Sanyal,"Sanyal says that India is on the course for projected growth, backed by robust PMI, and investments in the public and private sectors. Being in the GBI-EM will mean greater access to cheaper funds over the next few years, which is crucial, he says.",economy_news3
23,"September 27, 2023 08:33 AM IST",Nomura upgrades India to overweight from neutral; here are its stock picks,"Nomura, however, is cautious about Asian stocks due to risks from the Federal Reserve's long-lasting rate stance and rising commodity prices feeding into inflation in America",economy_news3
