,0,1,2,3,Stock,4,5,6
50,Non-Current Investments Unquoted Book Value,0.00,1923.15,447.86,adaniportsspecialeconomiczone,974.96,268.49,
51,CURRENT INVESTMENTS,,,,adaniportsspecialeconomiczone,,,
52,Current Investments Quoted Market Value,0.00,0.00,0.00,adaniportsspecialeconomiczone,0.00,0.00,
53,Current Investments Unquoted Book Value,0.00,47.79,212.74,adaniportsspecialeconomiczone,11.89,513.81,
0,Balance Sheet of Aditya Birla Capital (in Rs. Cr.),Mar 23,Mar 22,Mar 21,adityabirlacapital,Mar 20,Mar 19,
1,,12 mths,12 mths,12 mths,adityabirlacapital,12 mths,12 mths,
2,EQUITIES AND LIABILITIES,,,,adityabirlacapital,,,
3,SHAREHOLDER'S FUNDS,,,,adityabirlacapital,,,
4,Equity Share Capital,2417.99,2416.31,2415.28,adityabirlacapital,2413.76,2201.40,
5,Total Share Capital,2417.99,2416.31,2415.28,adityabirlacapital,2413.76,2201.40,
6,Reserves and Surplus,17658.58,12883.47,11152.10,adityabirlacapital,9987.24,7135.93,
7,Total Reserves and Surplus,17658.58,12883.47,11152.10,adityabirlacapital,9987.24,7135.93,
8,Total Shareholders Funds,20309.57,15491.99,13741.20,adityabirlacapital,12575.79,9512.35,
9,Minority Interest,1509.32,1598.60,1484.84,adityabirlacapital,1319.59,1157.43,
10,NON-CURRENT LIABILITIES,,,,adityabirlacapital,,,
11,Long Term Borrowings,30505.30,22120.54,21543.35,adityabirlacapital,22599.51,28555.41,
12,Deferred Tax Liabilities [Net],401.54,373.77,359.37,adityabirlacapital,288.35,231.04,
13,Other Long Term Liabilities,457.96,524.45,473.88,adityabirlacapital,341.86,391.12,
14,Long Term Provisions,264.04,331.65,283.88,adityabirlacapital,261.00,231.59,
15,Total Non-Current Liabilities,31628.84,23350.41,22660.48,adityabirlacapital,23490.72,29409.16,
16,CURRENT LIABILITIES,,,,adityabirlacapital,,,
17,Short Term Borrowings,53815.47,35931.37,31131.63,adityabirlacapital,33030.30,27768.76,
18,Trade Payables,1406.57,884.44,720.15,adityabirlacapital,547.17,517.85,
19,Other Current Liabilities,2993.16,3009.19,2080.18,adityabirlacapital,1563.62,1176.38,
20,Short Term Provisions,0.00,0.00,0.00,adityabirlacapital,0.00,0.00,
21,Total Current Liabilities,58215.20,39825.00,33931.96,adityabirlacapital,35141.09,29462.99,
22,Total Capital And Liabilities,180754.05,141139.50,124296.33,adityabirlacapital,113791.73,109691.95,
23,ASSETS,,,,adityabirlacapital,,,
24,NON-CURRENT ASSETS,,,,adityabirlacapital,,,
25,Tangible Assets,555.57,476.41,457.19,adityabirlacapital,444.85,152.03,
26,Intangible Assets,168.34,258.95,231.57,adityabirlacapital,165.74,159.96,
27,Capital Work-In-Progress,8.62,11.75,1.41,adityabirlacapital,2.71,1.09,
28,Fixed Assets,767.95,779.98,733.71,adityabirlacapital,684.91,346.16,
29,Non-Current Investments,4303.82,1109.72,879.55,adityabirlacapital,681.78,635.34,
30,Deferred Tax Assets [Net],476.73,324.43,309.60,adityabirlacapital,271.58,222.03,
31,Long Term Loans And Advances,0.00,0.00,0.00,adityabirlacapital,0.00,0.00,
32,Other Non-Current Assets,626.09,860.61,693.51,adityabirlacapital,682.68,897.20,
33,Total Non-Current Assets,6729.42,3644.77,3186.41,adityabirlacapital,2890.99,2680.76,
34,CURRENT ASSETS,,,,adityabirlacapital,,,
35,Current Investments,45573.25,36085.40,28854.04,adityabirlacapital,24904.29,18153.35,
36,Inventories,0.00,0.00,0.00,adityabirlacapital,0.00,0.00,
37,Trade Receivables,411.08,658.50,445.99,adityabirlacapital,473.12,374.39,
38,Cash And Cash Equivalents,2315.86,2637.66,2807.41,adityabirlacapital,3117.13,1085.95,
39,Short Term Loans And Advances,93427.26,66198.14,59725.61,adityabirlacapital,58355.36,61888.26,
40,OtherCurrentAssets,32297.18,31915.03,29276.87,adityabirlacapital,24050.84,25509.24,
41,Total Current Assets,174024.63,137494.73,121109.92,adityabirlacapital,110900.74,107011.19,
42,Total Assets,180754.05,141139.50,124296.33,adityabirlacapital,113791.73,109691.95,
43,OTHER ADDITIONAL INFORMATION,,,,adityabirlacapital,,,
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,adityabirlacapital,,,
45,Contingent Liabilities,4136.25,2220.30,925.98,adityabirlacapital,1305.09,851.55,
46,BONUS DETAILS,,,,adityabirlacapital,,,
47,Bonus Equity Share Capital,0.00,0.00,0.00,adityabirlacapital,0.00,0.00,
48,NON-CURRENT INVESTMENTS,,,,adityabirlacapital,,,
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,adityabirlacapital,0.00,0.00,
50,Non-Current Investments Unquoted Book Value,0.00,0.00,0.00,adityabirlacapital,0.00,0.00,
51,CURRENT INVESTMENTS,,,,adityabirlacapital,,,
52,Current Investments Quoted Market Value,0.00,0.00,0.00,adityabirlacapital,0.00,0.00,
53,Current Investments Unquoted Book Value,0.00,36085.40,28854.04,adityabirlacapital,24904.29,0.00,
0,Balance Sheet of Aditya Birla Fashion & Retail (in Rs. Cr.),Mar 23,Mar 22,Mar 21,adityabirlafashionretail,Mar 20,Mar 19,
1,,12 mths,12 mths,12 mths,adityabirlafashionretail,12 mths,12 mths,
2,EQUITIES AND LIABILITIES,,,,adityabirlafashionretail,,,
3,SHAREHOLDER'S FUNDS,,,,adityabirlafashionretail,,,
4,Equity Share Capital,948.79,938.29,915.05,adityabirlafashionretail,773.95,773.48,
5,Total Share Capital,948.79,938.80,915.56,adityabirlafashionretail,774.46,773.99,
6,Reserves and Surplus,2394.50,1774.95,1681.09,adityabirlafashionretail,249.77,627.68,
7,Total Reserves and Surplus,2394.50,1774.95,1681.09,adityabirlafashionretail,249.77,627.68,
8,Total Shareholders Funds,3343.29,2773.81,2644.28,adityabirlafashionretail,1068.38,1429.29,
9,Minority Interest,2.71,15.20,32.48,adityabirlafashionretail,19.90,0.00,
10,NON-CURRENT LIABILITIES,,,,adityabirlafashionretail,,,
11,Long Term Borrowings,1507.62,777.46,813.86,adityabirlafashionretail,856.42,723.27,
12,Deferred Tax Liabilities [Net],251.68,211.94,0.31,adityabirlafashionretail,7.25,0.00,
13,Other Long Term Liabilities,4736.74,2738.47,2359.96,adityabirlafashionretail,2003.03,275.34,
14,Long Term Provisions,111.73,101.68,95.84,adityabirlafashionretail,100.10,115.21,
15,Total Non-Current Liabilities,6607.77,3829.55,3269.97,adityabirlafashionretail,2966.80,1113.82,
16,CURRENT LIABILITIES,,,,adityabirlafashionretail,,,
17,Short Term Borrowings,797.90,454.36,322.01,adityabirlafashionretail,1511.88,474.45,
18,Trade Payables,3846.12,3410.57,2373.44,adityabirlafashionretail,2289.92,2397.42,
19,Other Current Liabilities,2310.19,1821.73,1437.29,adityabirlafashionretail,1819.93,1118.95,
20,Short Term Provisions,133.30,101.32,91.98,adityabirlafashionretail,88.73,87.04,
21,Total Current Liabilities,7087.51,5787.98,4224.72,adityabirlafashionretail,5710.46,4077.86,
22,Total Capital And Liabilities,17041.28,12406.56,10171.47,adityabirlafashionretail,9765.56,6621.07,
23,ASSETS,,,,adityabirlafashionretail,,,
24,NON-CURRENT ASSETS,,,,adityabirlafashionretail,,,
25,Tangible Assets,6233.39,3156.05,2718.05,adityabirlafashionretail,2849.74,636.37,
26,Intangible Assets,0.00,693.99,699.65,adityabirlafashionretail,107.20,59.51,
27,Capital Work-In-Progress,0.00,102.57,37.60,adityabirlafashionretail,44.08,22.39,
28,Fixed Assets,6233.39,3953.25,3455.30,adityabirlafashionretail,3004.56,718.27,
29,Non-Current Investments,73.58,75.89,73.59,adityabirlafashionretail,7.16,4.21,
30,Deferred Tax Assets [Net],408.50,380.46,333.92,adityabirlafashionretail,194.96,263.38,
31,Long Term Loans And Advances,1.15,1.56,2.59,adityabirlafashionretail,3.43,3.08,
32,Other Non-Current Assets,824.91,451.68,406.22,adityabirlafashionretail,401.51,403.37,
33,Total Non-Current Assets,9871.23,7072.04,6268.88,adityabirlafashionretail,5594.68,3251.91,
34,CURRENT ASSETS,,,,adityabirlafashionretail,,,
35,Current Investments,182.43,608.14,344.31,adityabirlafashionretail,7.04,0.00,
36,Inventories,4214.38,2929.59,1846.96,adityabirlafashionretail,2366.78,1921.28,
37,Trade Receivables,886.44,756.43,730.47,adityabirlafashionretail,840.46,780.81,
38,Cash And Cash Equivalents,701.06,120.53,261.75,adityabirlafashionretail,266.94,57.41,
39,Short Term Loans And Advances,10.04,7.14,6.54,adityabirlafashionretail,7.13,5.42,
40,OtherCurrentAssets,1175.70,912.69,712.56,adityabirlafashionretail,682.53,604.24,
41,Total Current Assets,7170.05,5334.52,3902.59,adityabirlafashionretail,4170.88,3369.16,
42,Total Assets,17041.28,12406.56,10171.47,adityabirlafashionretail,9765.56,6621.07,
43,OTHER ADDITIONAL INFORMATION,,,,adityabirlafashionretail,,,
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,adityabirlafashionretail,,,
45,Contingent Liabilities,0.00,199.82,70.79,adityabirlafashionretail,129.09,108.87,
46,BONUS DETAILS,,,,adityabirlafashionretail,,,
47,Bonus Equity Share Capital,0.00,0.00,0.00,adityabirlafashionretail,0.00,0.00,
48,NON-CURRENT INVESTMENTS,,,,adityabirlafashionretail,,,
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,adityabirlafashionretail,0.00,0.00,
50,Non-Current Investments Unquoted Book Value,0.00,7.32,6.66,adityabirlafashionretail,7.16,4.21,
51,CURRENT INVESTMENTS,,,,adityabirlafashionretail,,,
52,Current Investments Quoted Market Value,0.00,608.14,344.31,adityabirlafashionretail,7.04,0.00,
53,Current Investments Unquoted Book Value,0.00,0.00,0.00,adityabirlafashionretail,0.00,0.00,
0,Balance Sheet of Alkem Laboratories (in Rs. Cr.),Mar 23,Mar 22,Mar 21,alkemlaboratories,Mar 20,Mar 19,
1,,12 mths,12 mths,12 mths,alkemlaboratories,12 mths,12 mths,
2,EQUITIES AND LIABILITIES,,,,alkemlaboratories,,,
3,SHAREHOLDER'S FUNDS,,,,alkemlaboratories,,,
4,Equity Share Capital,23.91,23.91,23.91,alkemlaboratories,23.91,23.91,
5,Total Share Capital,23.91,23.91,23.91,alkemlaboratories,23.91,23.91,
6,Reserves and Surplus,9021.38,8613.99,7351.70,alkemlaboratories,6135.40,5415.43,
7,Total Reserves and Surplus,9021.38,8613.99,7351.70,alkemlaboratories,6135.40,5415.43,
8,Total Shareholders Funds,9045.29,8637.90,7376.73,alkemlaboratories,6160.67,5439.34,
9,Minority Interest,389.71,209.43,181.28,alkemlaboratories,148.30,132.61,
10,NON-CURRENT LIABILITIES,,,,alkemlaboratories,,,
11,Long Term Borrowings,70.33,9.38,34.25,alkemlaboratories,73.91,231.30,
12,Deferred Tax Liabilities [Net],0.00,0.00,0.00,alkemlaboratories,0.00,0.30,
13,Other Long Term Liabilities,174.81,74.39,72.22,alkemlaboratories,95.10,13.39,
14,Long Term Provisions,369.36,332.75,250.73,alkemlaboratories,222.98,173.72,
15,Total Non-Current Liabilities,614.50,416.52,357.20,alkemlaboratories,391.99,418.71,
16,CURRENT LIABILITIES,,,,alkemlaboratories,,,
17,Short Term Borrowings,1326.35,2570.74,1635.96,alkemlaboratories,1503.51,671.27,
18,Trade Payables,1165.03,1173.38,1069.41,alkemlaboratories,954.05,962.25,
19,Other Current Liabilities,843.02,787.62,662.04,alkemlaboratories,593.64,430.19,
20,Short Term Provisions,372.75,273.60,236.64,alkemlaboratories,193.38,153.82,
21,Total Current Liabilities,3707.15,4805.34,3604.05,alkemlaboratories,3244.58,2217.53,
22,Total Capital And Liabilities,13756.65,14069.19,11519.26,alkemlaboratories,9945.54,8208.19,
23,ASSETS,,,,alkemlaboratories,,,
24,NON-CURRENT ASSETS,,,,alkemlaboratories,,,
25,Tangible Assets,2592.92,2287.10,2233.93,alkemlaboratories,2306.29,2105.62,
26,Intangible Assets,0.00,211.54,163.66,alkemlaboratories,203.27,44.26,
27,Capital Work-In-Progress,0.00,339.48,393.28,alkemlaboratories,362.97,492.96,
28,Fixed Assets,2592.92,2838.12,2790.87,alkemlaboratories,2872.53,2642.84,
29,Non-Current Investments,304.61,231.67,153.95,alkemlaboratories,91.50,95.74,
30,Deferred Tax Assets [Net],1302.50,1309.26,1107.91,alkemlaboratories,932.57,707.63,
31,Long Term Loans And Advances,8.02,8.02,11.04,alkemlaboratories,10.61,13.63,
32,Other Non-Current Assets,405.75,843.60,131.28,alkemlaboratories,134.23,151.66,
33,Total Non-Current Assets,5026.97,5633.76,4590.44,alkemlaboratories,4439.89,3992.06,
34,CURRENT ASSETS,,,,alkemlaboratories,,,
35,Current Investments,317.21,139.31,178.83,alkemlaboratories,169.89,227.88,
36,Inventories,2607.53,3005.53,2312.44,alkemlaboratories,1818.82,1499.87,
37,Trade Receivables,2132.18,1884.60,1607.21,alkemlaboratories,1649.36,1248.41,
38,Cash And Cash Equivalents,2616.89,2578.58,1990.45,alkemlaboratories,1092.21,661.60,
39,Short Term Loans And Advances,6.77,20.25,31.22,alkemlaboratories,27.97,30.80,
40,OtherCurrentAssets,1049.10,807.16,808.67,alkemlaboratories,747.40,547.57,
41,Total Current Assets,8729.68,8435.43,6928.82,alkemlaboratories,5505.65,4216.13,
42,Total Assets,13756.65,14069.19,11519.26,alkemlaboratories,9945.54,8208.19,
43,OTHER ADDITIONAL INFORMATION,,,,alkemlaboratories,,,
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,alkemlaboratories,,,
45,Contingent Liabilities,0.00,425.90,449.06,alkemlaboratories,357.59,436.60,
46,BONUS DETAILS,,,,alkemlaboratories,,,
47,Bonus Equity Share Capital,0.00,11.96,11.96,alkemlaboratories,11.96,11.96,
48,NON-CURRENT INVESTMENTS,,,,alkemlaboratories,,,
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,alkemlaboratories,0.00,0.00,
50,Non-Current Investments Unquoted Book Value,0.00,126.59,98.40,alkemlaboratories,36.74,40.76,
51,CURRENT INVESTMENTS,,,,alkemlaboratories,,,
52,Current Investments Quoted Market Value,0.00,0.00,0.00,alkemlaboratories,0.00,0.00,
53,Current Investments Unquoted Book Value,0.00,0.00,144.83,alkemlaboratories,152.50,187.12,
0,Balance Sheet of Ambuja Cements (in Rs. Cr.),Mar 23,Dec 22,Dec 21,ambujacements,Dec 20,Dec 19,
1,,15 mths,12 mths,12 mths,ambujacements,12 mths,12 mths,
2,EQUITIES AND LIABILITIES,,,,ambujacements,,,
3,SHAREHOLDER'S FUNDS,,,,ambujacements,,,
4,Equity Share Capital,397.13,397.13,397.13,ambujacements,397.13,397.13,
5,Total Share Capital,397.13,397.13,397.13,ambujacements,397.13,397.13,
6,Reserves and Surplus,26301.04,25649.64,24956.61,ambujacements,22360.47,23680.86,
7,Total Reserves and Surplus,26301.04,25649.64,24956.61,ambujacements,22360.47,23680.86,
8,Total Shareholders Funds,31698.20,26046.77,25353.74,ambujacements,22757.60,24077.99,
9,Minority Interest,7058.35,6931.61,7145.03,ambujacements,6340.89,5736.76,
10,NON-CURRENT LIABILITIES,,,,ambujacements,,,
11,Long Term Borrowings,34.22,33.60,43.50,ambujacements,43.60,35.28,
12,Deferred Tax Liabilities [Net],700.37,721.56,756.19,ambujacements,626.00,936.73,
13,Other Long Term Liabilities,451.77,415.38,399.39,ambujacements,420.80,36.45,
14,Long Term Provisions,264.88,278.97,281.54,ambujacements,271.41,288.82,
15,Total Non-Current Liabilities,1451.24,1449.51,1480.62,ambujacements,1361.81,1297.28,
16,CURRENT LIABILITIES,,,,ambujacements,,,
17,Short Term Borrowings,13.49,0.00,0.00,ambujacements,0.00,0.00,
18,Trade Payables,2773.91,2403.16,2912.82,ambujacements,2213.41,2332.88,
19,Other Current Liabilities,8711.63,13182.14,8290.43,ambujacements,7025.85,6627.54,
20,Short Term Provisions,14.64,14.84,24.64,ambujacements,21.14,109.89,
21,Total Current Liabilities,11513.67,15600.14,11227.89,ambujacements,9260.40,9070.31,
22,Total Capital And Liabilities,51721.46,50028.03,45207.28,ambujacements,39720.70,40182.34,
23,ASSETS,,,,ambujacements,,,
24,NON-CURRENT ASSETS,,,,ambujacements,,,
25,Tangible Assets,15317.50,17845.66,14159.76,ambujacements,12389.23,12605.99,
26,Intangible Assets,364.30,0.00,224.11,ambujacements,220.63,213.86,
27,Capital Work-In-Progress,2525.87,0.00,2196.38,ambujacements,2421.85,1554.43,
28,Fixed Assets,18207.67,17845.66,16580.25,ambujacements,15031.71,14374.28,
29,Non-Current Investments,213.65,214.88,198.11,ambujacements,167.30,149.57,
30,Deferred Tax Assets [Net],0.00,0.00,2.91,ambujacements,2.91,4.16,
31,Long Term Loans And Advances,9.89,10.18,11.56,ambujacements,212.28,208.63,
32,Other Non-Current Assets,6171.19,5401.58,3522.34,ambujacements,3625.56,3245.20,
33,Total Non-Current Assets,32472.09,31341.99,28184.86,ambujacements,26915.87,25863.33,
34,CURRENT ASSETS,,,,ambujacements,,,
35,Current Investments,0.00,0.00,0.00,ambujacements,0.00,0.00,
36,Inventories,3272.79,3346.94,2738.04,ambujacements,1648.58,2096.50,
37,Trade Receivables,1154.36,1051.45,645.83,ambujacements,561.13,1068.56,
38,Cash And Cash Equivalents,2961.04,9830.40,11694.29,ambujacements,8935.63,9354.55,
39,Short Term Loans And Advances,8.61,9.25,9.91,ambujacements,62.06,32.28,
40,OtherCurrentAssets,11852.57,4448.00,1934.35,ambujacements,1597.43,1767.12,
41,Total Current Assets,19249.37,18686.04,17022.42,ambujacements,12804.83,14319.01,
42,Total Assets,51721.46,50028.03,45207.28,ambujacements,39720.70,40182.34,
43,OTHER ADDITIONAL INFORMATION,,,,ambujacements,,,
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,ambujacements,,,
45,Contingent Liabilities,8491.30,0.00,7780.91,ambujacements,7987.02,7102.69,
46,BONUS DETAILS,,,,ambujacements,,,
47,Bonus Equity Share Capital,194.63,0.00,194.63,ambujacements,194.63,194.63,
48,NON-CURRENT INVESTMENTS,,,,ambujacements,,,
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,ambujacements,0.00,0.00,
50,Non-Current Investments Unquoted Book Value,27.60,0.00,27.60,ambujacements,12.43,3.70,
51,CURRENT INVESTMENTS,,,,ambujacements,,,
52,Current Investments Quoted Market Value,0.00,0.00,0.00,ambujacements,0.00,0.00,
53,Current Investments Unquoted Book Value,0.00,0.00,0.00,ambujacements,0.00,0.00,
0,Balance Sheet of Apollo Hospitals Enterprises (in Rs. Cr.),Mar 23,Mar 22,Mar 21,apollohospitalsenterprises,Mar 20,Mar 19,
1,,12 mths,12 mths,12 mths,apollohospitalsenterprises,12 mths,12 mths,
2,EQUITIES AND LIABILITIES,,,,apollohospitalsenterprises,,,
3,SHAREHOLDER'S FUNDS,,,,apollohospitalsenterprises,,,
4,Equity Share Capital,71.90,71.90,71.90,apollohospitalsenterprises,69.60,69.56,
5,Total Share Capital,71.90,71.90,71.90,apollohospitalsenterprises,69.60,69.56,
6,Reserves and Surplus,6125.50,5551.40,4524.40,apollohospitalsenterprises,3266.50,3261.10,
7,Total Reserves and Surplus,6125.50,5551.40,4524.40,apollohospitalsenterprises,3266.50,3261.10,
8,Total Shareholders Funds,6197.40,5623.30,4602.50,apollohospitalsenterprises,3339.10,3333.47,
9,Minority Interest,333.90,254.40,199.90,apollohospitalsenterprises,130.70,135.46,
10,NON-CURRENT LIABILITIES,,,,apollohospitalsenterprises,,,
11,Long Term Borrowings,1937.60,2427.20,2473.40,apollohospitalsenterprises,2852.00,2952.13,
12,Deferred Tax Liabilities [Net],442.40,529.80,260.50,apollohospitalsenterprises,294.20,314.87,
13,Other Long Term Liabilities,2134.20,1951.10,1820.20,apollohospitalsenterprises,2375.00,480.33,
14,Long Term Provisions,57.40,23.30,22.30,apollohospitalsenterprises,10.10,11.44,
15,Total Non-Current Liabilities,4571.60,4931.40,4576.40,apollohospitalsenterprises,5531.30,3758.77,
16,CURRENT LIABILITIES,,,,apollohospitalsenterprises,,,
17,Short Term Borrowings,772.70,208.50,21.20,apollohospitalsenterprises,497.50,498.16,
18,Trade Payables,1915.60,1631.80,1160.00,apollohospitalsenterprises,908.80,713.12,
19,Other Current Liabilities,524.00,424.10,747.40,apollohospitalsenterprises,808.00,641.90,
20,Short Term Provisions,112.60,118.90,109.30,apollohospitalsenterprises,123.00,102.19,
21,Total Current Liabilities,3324.90,2383.30,2037.90,apollohospitalsenterprises,2337.30,1955.38,
22,Total Capital And Liabilities,14427.80,13192.40,11416.70,apollohospitalsenterprises,11338.40,9183.07,
23,ASSETS,,,,apollohospitalsenterprises,,,
24,NON-CURRENT ASSETS,,,,apollohospitalsenterprises,,,
25,Tangible Assets,7436.20,7239.60,6339.40,apollohospitalsenterprises,7057.70,4600.32,
26,Intangible Assets,97.80,106.30,63.60,apollohospitalsenterprises,28.20,35.08,
27,Capital Work-In-Progress,601.70,44.00,211.60,apollohospitalsenterprises,209.10,821.77,
28,Fixed Assets,8143.90,7391.40,6636.90,apollohospitalsenterprises,7321.50,5457.18,
29,Non-Current Investments,281.40,278.30,344.90,apollohospitalsenterprises,359.20,392.82,
30,Deferred Tax Assets [Net],12.10,8.30,25.10,apollohospitalsenterprises,49.60,17.39,
31,Long Term Loans And Advances,8.40,8.10,17.90,apollohospitalsenterprises,23.10,10.80,
32,Other Non-Current Assets,659.20,461.20,375.40,apollohospitalsenterprises,592.00,676.97,
33,Total Non-Current Assets,10090.80,9070.80,7775.50,apollohospitalsenterprises,8691.60,6901.34,
34,CURRENT ASSETS,,,,apollohospitalsenterprises,,,
35,Current Investments,292.20,501.30,997.80,apollohospitalsenterprises,74.90,68.83,
36,Inventories,390.10,431.90,249.50,apollohospitalsenterprises,737.80,584.78,
37,Trade Receivables,2234.20,1767.60,1331.10,apollohospitalsenterprises,1027.20,1023.20,
38,Cash And Cash Equivalents,775.80,1035.90,724.40,apollohospitalsenterprises,466.80,346.96,
39,Short Term Loans And Advances,5.60,4.10,5.30,apollohospitalsenterprises,7.00,8.00,
40,OtherCurrentAssets,639.10,380.80,333.10,apollohospitalsenterprises,333.10,249.97,
41,Total Current Assets,4337.00,4121.60,3641.20,apollohospitalsenterprises,2646.80,2281.73,
42,Total Assets,14427.80,13192.40,11416.70,apollohospitalsenterprises,11338.40,9183.07,
43,OTHER ADDITIONAL INFORMATION,,,,apollohospitalsenterprises,,,
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,apollohospitalsenterprises,,,
45,Contingent Liabilities,732.40,658.10,1636.00,apollohospitalsenterprises,651.60,836.01,
46,BONUS DETAILS,,,,apollohospitalsenterprises,,,
47,Bonus Equity Share Capital,0.00,0.00,0.00,apollohospitalsenterprises,0.00,0.00,
48,NON-CURRENT INVESTMENTS,,,,apollohospitalsenterprises,,,
