,0,1,2,3,4,5,6,Stock
20,Short Term Provisions,548.03,104.83,95.73,106.30,99.25,,adaniportsspecialeconomiczone
21,Total Current Liabilities,12924.56,11136.44,7235.95,7696.47,10351.69,,adaniportsspecialeconomiczone
22,Total Capital And Liabilities,114905.13,94877.76,75463.66,62203.67,56527.46,,adaniportsspecialeconomiczone
23,ASSETS,,,,,,,adaniportsspecialeconomiczone
24,NON-CURRENT ASSETS,,,,,,,adaniportsspecialeconomiczone
25,Tangible Assets,54429.28,42321.47,38710.88,27487.88,22780.93,,adaniportsspecialeconomiczone
26,Intangible Assets,11445.51,8571.66,5533.03,1940.38,2072.56,,adaniportsspecialeconomiczone
27,Capital Work-In-Progress,6814.03,3985.76,3697.13,3216.33,4483.48,,adaniportsspecialeconomiczone
28,Fixed Assets,72688.82,54878.89,47941.04,32644.59,29336.97,,adaniportsspecialeconomiczone
29,Non-Current Investments,3557.85,5913.33,1097.39,1166.11,268.49,,adaniportsspecialeconomiczone
30,Deferred Tax Assets [Net],2199.90,994.38,881.73,1209.62,1028.38,,adaniportsspecialeconomiczone
31,Long Term Loans And Advances,1588.85,571.41,986.26,1264.37,1219.54,,adaniportsspecialeconomiczone
32,Other Non-Current Assets,10458.79,8800.24,7602.38,7812.82,6775.01,,adaniportsspecialeconomiczone
33,Total Non-Current Assets,97457.61,77076.13,62555.85,47383.76,41896.32,,adaniportsspecialeconomiczone
34,CURRENT ASSETS,,,,,,,adaniportsspecialeconomiczone
35,Current Investments,4028.69,47.79,1138.76,11.89,513.81,,adaniportsspecialeconomiczone
36,Inventories,451.97,381.19,991.85,288.28,806.68,,adaniportsspecialeconomiczone
37,Trade Receivables,3940.79,2469.68,2925.71,3202.14,2789.66,,adaniportsspecialeconomiczone
38,Cash And Cash Equivalents,4248.78,10492.09,4700.78,7313.86,5967.30,,adaniportsspecialeconomiczone
39,Short Term Loans And Advances,408.10,1302.42,1082.81,1852.88,1547.61,,adaniportsspecialeconomiczone
40,OtherCurrentAssets,4369.19,3108.46,2067.90,2150.86,3006.08,,adaniportsspecialeconomiczone
41,Total Current Assets,17447.52,17801.63,12907.81,14819.91,14631.14,,adaniportsspecialeconomiczone
42,Total Assets,114905.13,94877.76,75463.66,62203.67,56527.46,,adaniportsspecialeconomiczone
43,OTHER ADDITIONAL INFORMATION,,,,,,,adaniportsspecialeconomiczone
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,adaniportsspecialeconomiczone
45,Contingent Liabilities,14609.88,13745.58,17993.84,18497.09,19772.92,,adaniportsspecialeconomiczone
46,BONUS DETAILS,,,,,,,adaniportsspecialeconomiczone
47,Bonus Equity Share Capital,176.79,176.79,176.79,176.79,180.21,,adaniportsspecialeconomiczone
48,NON-CURRENT INVESTMENTS,,,,,,,adaniportsspecialeconomiczone
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,adaniportsspecialeconomiczone
50,Non-Current Investments Unquoted Book Value,1059.47,1923.15,447.86,974.96,268.49,,adaniportsspecialeconomiczone
51,CURRENT INVESTMENTS,,,,,,,adaniportsspecialeconomiczone
52,Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,adaniportsspecialeconomiczone
53,Current Investments Unquoted Book Value,4028.69,47.79,212.74,11.89,513.81,,adaniportsspecialeconomiczone
0,Balance Sheet of Aditya Birla Capital (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,adityabirlacapital
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,adityabirlacapital
2,EQUITIES AND LIABILITIES,,,,,,,adityabirlacapital
3,SHAREHOLDER'S FUNDS,,,,,,,adityabirlacapital
4,Equity Share Capital,2417.99,2416.31,2415.28,2413.76,2201.40,,adityabirlacapital
5,Total Share Capital,2417.99,2416.31,2415.28,2413.76,2201.40,,adityabirlacapital
6,Reserves and Surplus,17658.58,12883.47,11152.10,9987.24,7135.93,,adityabirlacapital
7,Total Reserves and Surplus,17658.58,12883.47,11152.10,9987.24,7135.93,,adityabirlacapital
8,Total Shareholders Funds,20309.57,15491.99,13741.20,12575.79,9512.35,,adityabirlacapital
9,Minority Interest,1509.32,1598.60,1484.84,1319.59,1157.43,,adityabirlacapital
10,NON-CURRENT LIABILITIES,,,,,,,adityabirlacapital
11,Long Term Borrowings,30505.30,22120.54,21543.35,22599.51,28555.41,,adityabirlacapital
12,Deferred Tax Liabilities [Net],401.54,373.77,359.37,288.35,231.04,,adityabirlacapital
13,Other Long Term Liabilities,457.96,524.45,473.88,341.86,391.12,,adityabirlacapital
14,Long Term Provisions,264.04,331.65,283.88,261.00,231.59,,adityabirlacapital
15,Total Non-Current Liabilities,31628.84,23350.41,22660.48,23490.72,29409.16,,adityabirlacapital
16,CURRENT LIABILITIES,,,,,,,adityabirlacapital
17,Short Term Borrowings,53815.47,35931.37,31131.63,33030.30,27768.76,,adityabirlacapital
18,Trade Payables,1406.57,884.44,720.15,547.17,517.85,,adityabirlacapital
19,Other Current Liabilities,2993.16,3009.19,2080.18,1563.62,1176.38,,adityabirlacapital
20,Short Term Provisions,0.00,0.00,0.00,0.00,0.00,,adityabirlacapital
21,Total Current Liabilities,58215.20,39825.00,33931.96,35141.09,29462.99,,adityabirlacapital
22,Total Capital And Liabilities,180754.05,141139.50,124296.33,113791.73,109691.95,,adityabirlacapital
23,ASSETS,,,,,,,adityabirlacapital
24,NON-CURRENT ASSETS,,,,,,,adityabirlacapital
25,Tangible Assets,555.57,476.41,457.19,444.85,152.03,,adityabirlacapital
26,Intangible Assets,168.34,258.95,231.57,165.74,159.96,,adityabirlacapital
27,Capital Work-In-Progress,8.62,11.75,1.41,2.71,1.09,,adityabirlacapital
28,Fixed Assets,767.95,779.98,733.71,684.91,346.16,,adityabirlacapital
29,Non-Current Investments,4303.82,1109.72,879.55,681.78,635.34,,adityabirlacapital
30,Deferred Tax Assets [Net],476.73,324.43,309.60,271.58,222.03,,adityabirlacapital
31,Long Term Loans And Advances,0.00,0.00,0.00,0.00,0.00,,adityabirlacapital
32,Other Non-Current Assets,626.09,860.61,693.51,682.68,897.20,,adityabirlacapital
33,Total Non-Current Assets,6729.42,3644.77,3186.41,2890.99,2680.76,,adityabirlacapital
34,CURRENT ASSETS,,,,,,,adityabirlacapital
35,Current Investments,45573.25,36085.40,28854.04,24904.29,18153.35,,adityabirlacapital
36,Inventories,0.00,0.00,0.00,0.00,0.00,,adityabirlacapital
37,Trade Receivables,411.08,658.50,445.99,473.12,374.39,,adityabirlacapital
38,Cash And Cash Equivalents,2315.86,2637.66,2807.41,3117.13,1085.95,,adityabirlacapital
39,Short Term Loans And Advances,93427.26,66198.14,59725.61,58355.36,61888.26,,adityabirlacapital
40,OtherCurrentAssets,32297.18,31915.03,29276.87,24050.84,25509.24,,adityabirlacapital
41,Total Current Assets,174024.63,137494.73,121109.92,110900.74,107011.19,,adityabirlacapital
42,Total Assets,180754.05,141139.50,124296.33,113791.73,109691.95,,adityabirlacapital
43,OTHER ADDITIONAL INFORMATION,,,,,,,adityabirlacapital
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,adityabirlacapital
45,Contingent Liabilities,4136.25,2220.30,925.98,1305.09,851.55,,adityabirlacapital
46,BONUS DETAILS,,,,,,,adityabirlacapital
47,Bonus Equity Share Capital,0.00,0.00,0.00,0.00,0.00,,adityabirlacapital
48,NON-CURRENT INVESTMENTS,,,,,,,adityabirlacapital
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,adityabirlacapital
50,Non-Current Investments Unquoted Book Value,0.00,0.00,0.00,0.00,0.00,,adityabirlacapital
51,CURRENT INVESTMENTS,,,,,,,adityabirlacapital
52,Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,adityabirlacapital
53,Current Investments Unquoted Book Value,0.00,36085.40,28854.04,24904.29,0.00,,adityabirlacapital
0,Balance Sheet of Aditya Birla Fashion & Retail (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,adityabirlafashionretail
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,adityabirlafashionretail
2,EQUITIES AND LIABILITIES,,,,,,,adityabirlafashionretail
3,SHAREHOLDER'S FUNDS,,,,,,,adityabirlafashionretail
4,Equity Share Capital,948.79,938.29,915.05,773.95,773.48,,adityabirlafashionretail
5,Total Share Capital,948.79,938.80,915.56,774.46,773.99,,adityabirlafashionretail
6,Reserves and Surplus,2394.50,1774.95,1681.09,249.77,627.68,,adityabirlafashionretail
7,Total Reserves and Surplus,2394.50,1774.95,1681.09,249.77,627.68,,adityabirlafashionretail
8,Total Shareholders Funds,3343.29,2773.81,2644.28,1068.38,1429.29,,adityabirlafashionretail
9,Minority Interest,2.71,15.20,32.48,19.90,0.00,,adityabirlafashionretail
10,NON-CURRENT LIABILITIES,,,,,,,adityabirlafashionretail
11,Long Term Borrowings,1507.62,777.46,813.86,856.42,723.27,,adityabirlafashionretail
12,Deferred Tax Liabilities [Net],251.68,211.94,0.31,7.25,0.00,,adityabirlafashionretail
13,Other Long Term Liabilities,4736.74,2738.47,2359.96,2003.03,275.34,,adityabirlafashionretail
14,Long Term Provisions,111.73,101.68,95.84,100.10,115.21,,adityabirlafashionretail
15,Total Non-Current Liabilities,6607.77,3829.55,3269.97,2966.80,1113.82,,adityabirlafashionretail
16,CURRENT LIABILITIES,,,,,,,adityabirlafashionretail
17,Short Term Borrowings,797.90,454.36,322.01,1511.88,474.45,,adityabirlafashionretail
18,Trade Payables,3846.12,3410.57,2373.44,2289.92,2397.42,,adityabirlafashionretail
19,Other Current Liabilities,2310.19,1821.73,1437.29,1819.93,1118.95,,adityabirlafashionretail
20,Short Term Provisions,133.30,101.32,91.98,88.73,87.04,,adityabirlafashionretail
21,Total Current Liabilities,7087.51,5787.98,4224.72,5710.46,4077.86,,adityabirlafashionretail
22,Total Capital And Liabilities,17041.28,12406.56,10171.47,9765.56,6621.07,,adityabirlafashionretail
23,ASSETS,,,,,,,adityabirlafashionretail
24,NON-CURRENT ASSETS,,,,,,,adityabirlafashionretail
25,Tangible Assets,6233.39,3156.05,2718.05,2849.74,636.37,,adityabirlafashionretail
26,Intangible Assets,0.00,693.99,699.65,107.20,59.51,,adityabirlafashionretail
27,Capital Work-In-Progress,0.00,102.57,37.60,44.08,22.39,,adityabirlafashionretail
28,Fixed Assets,6233.39,3953.25,3455.30,3004.56,718.27,,adityabirlafashionretail
29,Non-Current Investments,73.58,75.89,73.59,7.16,4.21,,adityabirlafashionretail
30,Deferred Tax Assets [Net],408.50,380.46,333.92,194.96,263.38,,adityabirlafashionretail
31,Long Term Loans And Advances,1.15,1.56,2.59,3.43,3.08,,adityabirlafashionretail
32,Other Non-Current Assets,824.91,451.68,406.22,401.51,403.37,,adityabirlafashionretail
33,Total Non-Current Assets,9871.23,7072.04,6268.88,5594.68,3251.91,,adityabirlafashionretail
34,CURRENT ASSETS,,,,,,,adityabirlafashionretail
35,Current Investments,182.43,608.14,344.31,7.04,0.00,,adityabirlafashionretail
36,Inventories,4214.38,2929.59,1846.96,2366.78,1921.28,,adityabirlafashionretail
37,Trade Receivables,886.44,756.43,730.47,840.46,780.81,,adityabirlafashionretail
38,Cash And Cash Equivalents,701.06,120.53,261.75,266.94,57.41,,adityabirlafashionretail
39,Short Term Loans And Advances,10.04,7.14,6.54,7.13,5.42,,adityabirlafashionretail
40,OtherCurrentAssets,1175.70,912.69,712.56,682.53,604.24,,adityabirlafashionretail
41,Total Current Assets,7170.05,5334.52,3902.59,4170.88,3369.16,,adityabirlafashionretail
42,Total Assets,17041.28,12406.56,10171.47,9765.56,6621.07,,adityabirlafashionretail
43,OTHER ADDITIONAL INFORMATION,,,,,,,adityabirlafashionretail
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,adityabirlafashionretail
45,Contingent Liabilities,0.00,199.82,70.79,129.09,108.87,,adityabirlafashionretail
46,BONUS DETAILS,,,,,,,adityabirlafashionretail
47,Bonus Equity Share Capital,0.00,0.00,0.00,0.00,0.00,,adityabirlafashionretail
48,NON-CURRENT INVESTMENTS,,,,,,,adityabirlafashionretail
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,adityabirlafashionretail
50,Non-Current Investments Unquoted Book Value,0.00,7.32,6.66,7.16,4.21,,adityabirlafashionretail
51,CURRENT INVESTMENTS,,,,,,,adityabirlafashionretail
52,Current Investments Quoted Market Value,0.00,608.14,344.31,7.04,0.00,,adityabirlafashionretail
53,Current Investments Unquoted Book Value,0.00,0.00,0.00,0.00,0.00,,adityabirlafashionretail
0,Balance Sheet of Alkem Laboratories (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,alkemlaboratories
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,alkemlaboratories
2,EQUITIES AND LIABILITIES,,,,,,,alkemlaboratories
3,SHAREHOLDER'S FUNDS,,,,,,,alkemlaboratories
4,Equity Share Capital,23.91,23.91,23.91,23.91,23.91,,alkemlaboratories
5,Total Share Capital,23.91,23.91,23.91,23.91,23.91,,alkemlaboratories
6,Reserves and Surplus,9021.38,8613.99,7351.70,6135.40,5415.43,,alkemlaboratories
7,Total Reserves and Surplus,9021.38,8613.99,7351.70,6135.40,5415.43,,alkemlaboratories
8,Total Shareholders Funds,9045.29,8637.90,7376.73,6160.67,5439.34,,alkemlaboratories
9,Minority Interest,389.71,209.43,181.28,148.30,132.61,,alkemlaboratories
10,NON-CURRENT LIABILITIES,,,,,,,alkemlaboratories
11,Long Term Borrowings,70.33,9.38,34.25,73.91,231.30,,alkemlaboratories
12,Deferred Tax Liabilities [Net],0.00,0.00,0.00,0.00,0.30,,alkemlaboratories
13,Other Long Term Liabilities,174.81,74.39,72.22,95.10,13.39,,alkemlaboratories
14,Long Term Provisions,369.36,332.75,250.73,222.98,173.72,,alkemlaboratories
15,Total Non-Current Liabilities,614.50,416.52,357.20,391.99,418.71,,alkemlaboratories
16,CURRENT LIABILITIES,,,,,,,alkemlaboratories
17,Short Term Borrowings,1326.35,2570.74,1635.96,1503.51,671.27,,alkemlaboratories
18,Trade Payables,1165.03,1173.38,1069.41,954.05,962.25,,alkemlaboratories
19,Other Current Liabilities,843.02,787.62,662.04,593.64,430.19,,alkemlaboratories
20,Short Term Provisions,372.75,273.60,236.64,193.38,153.82,,alkemlaboratories
21,Total Current Liabilities,3707.15,4805.34,3604.05,3244.58,2217.53,,alkemlaboratories
22,Total Capital And Liabilities,13756.65,14069.19,11519.26,9945.54,8208.19,,alkemlaboratories
23,ASSETS,,,,,,,alkemlaboratories
24,NON-CURRENT ASSETS,,,,,,,alkemlaboratories
25,Tangible Assets,2592.92,2287.10,2233.93,2306.29,2105.62,,alkemlaboratories
26,Intangible Assets,0.00,211.54,163.66,203.27,44.26,,alkemlaboratories
27,Capital Work-In-Progress,0.00,339.48,393.28,362.97,492.96,,alkemlaboratories
28,Fixed Assets,2592.92,2838.12,2790.87,2872.53,2642.84,,alkemlaboratories
29,Non-Current Investments,304.61,231.67,153.95,91.50,95.74,,alkemlaboratories
30,Deferred Tax Assets [Net],1302.50,1309.26,1107.91,932.57,707.63,,alkemlaboratories
31,Long Term Loans And Advances,8.02,8.02,11.04,10.61,13.63,,alkemlaboratories
32,Other Non-Current Assets,405.75,843.60,131.28,134.23,151.66,,alkemlaboratories
33,Total Non-Current Assets,5026.97,5633.76,4590.44,4439.89,3992.06,,alkemlaboratories
34,CURRENT ASSETS,,,,,,,alkemlaboratories
35,Current Investments,317.21,139.31,178.83,169.89,227.88,,alkemlaboratories
36,Inventories,2607.53,3005.53,2312.44,1818.82,1499.87,,alkemlaboratories
37,Trade Receivables,2132.18,1884.60,1607.21,1649.36,1248.41,,alkemlaboratories
38,Cash And Cash Equivalents,2616.89,2578.58,1990.45,1092.21,661.60,,alkemlaboratories
39,Short Term Loans And Advances,6.77,20.25,31.22,27.97,30.80,,alkemlaboratories
40,OtherCurrentAssets,1049.10,807.16,808.67,747.40,547.57,,alkemlaboratories
41,Total Current Assets,8729.68,8435.43,6928.82,5505.65,4216.13,,alkemlaboratories
42,Total Assets,13756.65,14069.19,11519.26,9945.54,8208.19,,alkemlaboratories
43,OTHER ADDITIONAL INFORMATION,,,,,,,alkemlaboratories
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,alkemlaboratories
45,Contingent Liabilities,0.00,425.90,449.06,357.59,436.60,,alkemlaboratories
46,BONUS DETAILS,,,,,,,alkemlaboratories
47,Bonus Equity Share Capital,0.00,11.96,11.96,11.96,11.96,,alkemlaboratories
48,NON-CURRENT INVESTMENTS,,,,,,,alkemlaboratories
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,alkemlaboratories
50,Non-Current Investments Unquoted Book Value,0.00,126.59,98.40,36.74,40.76,,alkemlaboratories
51,CURRENT INVESTMENTS,,,,,,,alkemlaboratories
52,Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,alkemlaboratories
53,Current Investments Unquoted Book Value,0.00,0.00,144.83,152.50,187.12,,alkemlaboratories
0,Balance Sheet of Ambuja Cements (in Rs. Cr.),Mar 23,Dec 22,Dec 21,Dec 20,Dec 19,,ambujacements
1,,15 mths,12 mths,12 mths,12 mths,12 mths,,ambujacements
2,EQUITIES AND LIABILITIES,,,,,,,ambujacements
3,SHAREHOLDER'S FUNDS,,,,,,,ambujacements
4,Equity Share Capital,397.13,397.13,397.13,397.13,397.13,,ambujacements
5,Total Share Capital,397.13,397.13,397.13,397.13,397.13,,ambujacements
6,Reserves and Surplus,26301.04,25649.64,24956.61,22360.47,23680.86,,ambujacements
7,Total Reserves and Surplus,26301.04,25649.64,24956.61,22360.47,23680.86,,ambujacements
8,Total Shareholders Funds,31698.20,26046.77,25353.74,22757.60,24077.99,,ambujacements
9,Minority Interest,7058.35,6931.61,7145.03,6340.89,5736.76,,ambujacements
10,NON-CURRENT LIABILITIES,,,,,,,ambujacements
11,Long Term Borrowings,34.22,33.60,43.50,43.60,35.28,,ambujacements
12,Deferred Tax Liabilities [Net],700.37,721.56,756.19,626.00,936.73,,ambujacements
13,Other Long Term Liabilities,451.77,415.38,399.39,420.80,36.45,,ambujacements
14,Long Term Provisions,264.88,278.97,281.54,271.41,288.82,,ambujacements
15,Total Non-Current Liabilities,1451.24,1449.51,1480.62,1361.81,1297.28,,ambujacements
16,CURRENT LIABILITIES,,,,,,,ambujacements
17,Short Term Borrowings,13.49,0.00,0.00,0.00,0.00,,ambujacements
18,Trade Payables,2773.91,2403.16,2912.82,2213.41,2332.88,,ambujacements
19,Other Current Liabilities,8711.63,13182.14,8290.43,7025.85,6627.54,,ambujacements
20,Short Term Provisions,14.64,14.84,24.64,21.14,109.89,,ambujacements
21,Total Current Liabilities,11513.67,15600.14,11227.89,9260.40,9070.31,,ambujacements
22,Total Capital And Liabilities,51721.46,50028.03,45207.28,39720.70,40182.34,,ambujacements
23,ASSETS,,,,,,,ambujacements
24,NON-CURRENT ASSETS,,,,,,,ambujacements
25,Tangible Assets,15317.50,17845.66,14159.76,12389.23,12605.99,,ambujacements
26,Intangible Assets,364.30,0.00,224.11,220.63,213.86,,ambujacements
27,Capital Work-In-Progress,2525.87,0.00,2196.38,2421.85,1554.43,,ambujacements
28,Fixed Assets,18207.67,17845.66,16580.25,15031.71,14374.28,,ambujacements
29,Non-Current Investments,213.65,214.88,198.11,167.30,149.57,,ambujacements
30,Deferred Tax Assets [Net],0.00,0.00,2.91,2.91,4.16,,ambujacements
31,Long Term Loans And Advances,9.89,10.18,11.56,212.28,208.63,,ambujacements
32,Other Non-Current Assets,6171.19,5401.58,3522.34,3625.56,3245.20,,ambujacements
33,Total Non-Current Assets,32472.09,31341.99,28184.86,26915.87,25863.33,,ambujacements
34,CURRENT ASSETS,,,,,,,ambujacements
35,Current Investments,0.00,0.00,0.00,0.00,0.00,,ambujacements
36,Inventories,3272.79,3346.94,2738.04,1648.58,2096.50,,ambujacements
37,Trade Receivables,1154.36,1051.45,645.83,561.13,1068.56,,ambujacements
38,Cash And Cash Equivalents,2961.04,9830.40,11694.29,8935.63,9354.55,,ambujacements
39,Short Term Loans And Advances,8.61,9.25,9.91,62.06,32.28,,ambujacements
40,OtherCurrentAssets,11852.57,4448.00,1934.35,1597.43,1767.12,,ambujacements
41,Total Current Assets,19249.37,18686.04,17022.42,12804.83,14319.01,,ambujacements
42,Total Assets,51721.46,50028.03,45207.28,39720.70,40182.34,,ambujacements
43,OTHER ADDITIONAL INFORMATION,,,,,,,ambujacements
44,"CONTINGENT LIABILITIES, COMMITMENTS",,,,,,,ambujacements
45,Contingent Liabilities,8491.30,0.00,7780.91,7987.02,7102.69,,ambujacements
46,BONUS DETAILS,,,,,,,ambujacements
47,Bonus Equity Share Capital,194.63,0.00,194.63,194.63,194.63,,ambujacements
48,NON-CURRENT INVESTMENTS,,,,,,,ambujacements
49,Non-Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,ambujacements
50,Non-Current Investments Unquoted Book Value,27.60,0.00,27.60,12.43,3.70,,ambujacements
51,CURRENT INVESTMENTS,,,,,,,ambujacements
52,Current Investments Quoted Market Value,0.00,0.00,0.00,0.00,0.00,,ambujacements
53,Current Investments Unquoted Book Value,0.00,0.00,0.00,0.00,0.00,,ambujacements
0,Balance Sheet of Apollo Hospitals Enterprises (in Rs. Cr.),Mar 23,Mar 22,Mar 21,Mar 20,Mar 19,,apollohospitalsenterprises
1,,12 mths,12 mths,12 mths,12 mths,12 mths,,apollohospitalsenterprises
2,EQUITIES AND LIABILITIES,,,,,,,apollohospitalsenterprises
3,SHAREHOLDER'S FUNDS,,,,,,,apollohospitalsenterprises
4,Equity Share Capital,71.90,71.90,71.90,69.60,69.56,,apollohospitalsenterprises
5,Total Share Capital,71.90,71.90,71.90,69.60,69.56,,apollohospitalsenterprises
6,Reserves and Surplus,6125.50,5551.40,4524.40,3266.50,3261.10,,apollohospitalsenterprises
7,Total Reserves and Surplus,6125.50,5551.40,4524.40,3266.50,3261.10,,apollohospitalsenterprises
8,Total Shareholders Funds,6197.40,5623.30,4602.50,3339.10,3333.47,,apollohospitalsenterprises
9,Minority Interest,333.90,254.40,199.90,130.70,135.46,,apollohospitalsenterprises
10,NON-CURRENT LIABILITIES,,,,,,,apollohospitalsenterprises
11,Long Term Borrowings,1937.60,2427.20,2473.40,2852.00,2952.13,,apollohospitalsenterprises
12,Deferred Tax Liabilities [Net],442.40,529.80,260.50,294.20,314.87,,apollohospitalsenterprises
13,Other Long Term Liabilities,2134.20,1951.10,1820.20,2375.00,480.33,,apollohospitalsenterprises
14,Long Term Provisions,57.40,23.30,22.30,10.10,11.44,,apollohospitalsenterprises
15,Total Non-Current Liabilities,4571.60,4931.40,4576.40,5531.30,3758.77,,apollohospitalsenterprises
16,CURRENT LIABILITIES,,,,,,,apollohospitalsenterprises
17,Short Term Borrowings,772.70,208.50,21.20,497.50,498.16,,apollohospitalsenterprises
